GISJOIN,STATE,STATEA,COUNTY,COUNTYA,A08AA1820,A08AA1830,A08AA1840,A08AA1850,A08AA1860,A08AA1870,A08AA1880,A08AA1890,A08AA1900,A08AA1910,A08AA1920,A08AA1930,A08AA1940,A08AA1950,A08AA1960,A08AA1970,A08AA1980,A08AA1990,A08AA2000,A08AA2010,A08AB1820,A08AB1830,A08AB1840,A08AB1850,A08AB1860,A08AB1870,A08AB1880,A08AB1890,A08AB1900,A08AB1910,A08AB1920,A08AB1930,A08AB1940,A08AB1950,A08AB1960,A08AB1970,A08AB1980,A08AB1990,A08AB2000,A08AB2010
"G4803530","Texas","480","Nolan County","3530",,,,,,,371,839,1346,6655,5756,10017,8736,9987,9413,7715,8256,8066,7687,7561,,,,,,,269,734,1265,5344,5112,9306,8573,9821,9550,8505,9103,8528,8115,7655
"G4803550","Texas","480","Nueces County","3550",,,,449,1609,2152,4328,4257,5322,11418,11694,26652,47206,83636,109667,116237,131377,142414,153483,167038,,,,249,1297,1823,3345,3836,5117,10537,11113,25127,45455,81835,111906,121307,136838,148731,160162,173185
"G4803570","Texas","480","Ochiltree County","3570",,,,,,,0,117,153,875,1281,2845,2212,3074,4795,4844,4943,4562,4498,5237,,,,,,,0,81,114,727,1050,2379,2001,2950,4585,4860,4645,4566,4508,4986
"G4803590","Texas","480","Oldham County","3590",,,,,,,178,177,221,492,391,793,765,936,1134,1312,1318,1288,1135,1035,,,,,,,109,93,128,320,318,611,620,736,794,946,965,990,1050,1017
"G4803610","Texas","480","Orange County","3610",,,,,1085,614,1610,2591,3104,5064,8055,7621,8768,20647,30650,35256,41400,39374,41696,40708,,,,,831,641,1328,2179,2801,4464,7324,7528,8614,19920,29707,35914,42438,41135,43270,41129
"G4803630","Texas","480","Palo Pinto County","3630",,,,,812,,3330,4405,6511,10001,12349,8902,9223,8459,10138,14460,11597,12100,13284,13811,,,,,712,,2555,3915,5780,9505,11082,8674,9233,8695,10378,14502,12465,12955,13742,14300
"G4803650","Texas","480","Panola County","3650",,,,2009,4391,5140,6236,7337,10946,10310,10931,12248,11388,9661,8307,7515,9869,10537,10920,11808,,,,1862,4084,4979,5983,6991,10458,10114,10824,11815,11125,9589,8563,8379,10855,11498,11836,11988
"G4803670","Texas","480","Parker County","3670",,,,,2235,2156,8673,11229,13212,13476,11978,9531,10393,10883,11658,17765,22010,32389,45128,59292,,,,,1978,2030,7197,10453,12611,12855,11404,9228,10089,10645,11222,16123,22599,32396,43367,57635
"G4803690","Texas","480","Parmer County","3690",,,,,,,0,7,29,866,890,3174,3146,2998,4939,5362,5479,4964,4956,5259,,,,,,,0,0,5,689,809,2695,2744,2789,4644,5147,5559,4899,5060,5010
"G4803710","Texas","480","Pecos County","3710",,,,,,,1064,808,1504,1208,2090,4229,4195,5209,6189,6860,7350,7265,9276,8742,,,,,,,743,518,856,863,1767,3583,3990,4730,5768,6888,7268,7410,7533,6765
"G4803730","Texas","480","Polk County","3730",,,,1206,4270,4305,3611,5474,7578,9183,8809,9163,10670,8121,6904,7107,11945,14963,21426,24288,,,,1142,4030,4402,3578,4858,6869,8276,7975,8392,9965,8073,6957,7350,12462,15724,19707,21125
"G4803750","Texas","480","Potter County","3750",,,,,,,26,541,1032,6769,8929,23874,26772,36002,59955,43327,47410,47044,57018,61919,,,,,,,2,308,788,5655,7781,22206,27493,37364,55625,47184,51227,50830,56528,59154
"G4803770","Texas","480","Presidio County","3770",,,,,437,1142,1761,924,1948,2650,6911,5506,5751,3676,2694,2290,2498,3215,3545,3818,,,,,143,494,1112,774,1725,2568,5291,4648,5174,3678,2766,2552,2690,3422,3759,4000
"G4803790","Texas","480","Rains County","3790",,,,,,,1586,2015,3171,3576,4307,3730,3788,2180,1486,1850,2394,3300,4564,5485,,,,,,,1449,1894,2956,3211,3792,3384,3546,2086,1507,1902,2445,3415,4575,5429
"G4803810","Texas","480","Randall County","3810",,,,,,,3,114,535,1826,1928,3640,3568,6899,16793,26665,36563,43230,50729,58737,,,,,,,0,73,428,1486,1747,3431,3617,6875,17120,27220,38499,46443,53583,61988
"G4803830","Texas","480","Reagan County","3830",,,,,,,,,,206,194,1647,1038,1626,1931,1624,2144,2287,1667,1748,,,,,,,,,,186,183,1381,959,1501,1851,1615,1991,2227,1659,1619
"G4803850","Texas","480","Real County","3850",,,,,,,,,,,760,1151,1260,1279,1079,989,1194,1160,1507,1638,,,,,,,,,,,701,1046,1160,1200,1000,1024,1275,1252,1540,1671
"G4803870","Texas","480","Red River County","3870",,,,1999,4439,5382,8961,11031,15473,14497,18281,15739,15044,10889,7597,6850,7629,6733,6895,6266,,,,1907,4096,5271,8233,10421,14420,14067,17548,15184,14725,10962,8085,7448,8472,7584,7419,6594
"G4803890","Texas","480","Reeves County","3890",,,,,,,,781,979,2407,2326,3370,4103,6317,9189,8206,7806,8170,6940,8281,,,,,,,,466,868,1985,2131,3037,3903,5428,8455,8320,7995,7682,6197,5502
"G4803910","Texas","480","Refugio County","3910",,,,149,885,1259,833,628,839,1461,2071,4115,5365,5106,5443,4663,4633,3821,3831,3669,,,,139,715,1065,752,611,802,1353,1979,3576,5018,5007,5532,4831,4656,4155,3997,3714
"G4803930","Texas","480","Roberts County","3930",,,,,,,24,190,343,526,781,790,692,527,537,462,584,500,444,469,,,,,,,8,136,277,424,688,667,597,504,538,505,603,525,443,460
"G4803950","Texas","480","Robertson County","3950",,,,502,2640,5272,11821,13834,16275,13967,14137,13954,12942,9804,7732,6878,6911,7418,7624,8230,,,,432,2357,4718,10562,12672,15205,13487,13796,13286,12768,10104,8425,7511,7742,8093,8376,8392
"G4803970","Texas","480","Rockwall County","3970",,,,,,,1615,3203,4514,4207,4359,3883,3625,3079,2874,3384,7211,12722,21626,38516,,,,,,,1369,2769,4017,3865,4232,3775,3426,3077,3004,3662,7317,12882,21454,39821
"G4803990","Texas","480","Runnels County","3990",,,,,,,600,1678,2803,10901,8793,11076,9425,8378,7363,5843,5684,5503,5536,5197,,,,,,,380,1515,2576,9957,8281,10745,9478,8393,7653,6265,6188,5791,5959,5304
"G4804010","Texas","480","Rusk County","4010",,,,4454,8285,8569,9678,9524,13326,13797,16070,16415,25516,20942,17856,16365,19930,20931,24155,28075,,,,3694,7518,8347,9308,9035,12773,13149,15619,16069,25507,21406,18565,17737,21452,22804,23217,25255
"G4804030","Texas","480","Sabine County","4030",,,,1273,1425,1615,2106,2519,3268,4432,6394,6226,5574,4311,3636,3560,4276,4620,5055,5301,,,,1225,1325,1641,2055,2450,3126,4150,5905,5772,5322,4257,3666,3627,4426,4966,5414,5533
"G4804050","Texas","480","San Augustine County","4050",,,,1907,2085,2092,2617,3405,4280,5840,7049,6377,6355,4423,3799,3800,4150,3774,4288,4360,,,,1741,2009,2104,2467,3283,4154,5424,6688,6094,6116,4414,3923,4058,4635,4225,4658,4505
"G4804070","Texas","480","San Jacinto County","4070",,,,,,,3109,3782,5263,4839,5002,5086,4671,3599,3065,3331,5675,8208,11150,13205,,,,,,,3077,3578,5014,4703,4865,4625,4385,3573,3088,3371,5759,8164,11096,13179
"G4804090","Texas","480","San Patricio County","4090",,,,113,340,339,535,726,1230,3994,6025,12629,14985,18184,22562,23248,28505,29076,33653,32163,,,,87,280,263,475,586,1142,3313,5361,11207,13886,17658,22459,24040,29508,29673,33485,32641
"G4804110","Texas","480","San Saba County","4110",,,,,471,736,2758,3476,3901,5842,5129,5281,5665,4367,3203,2678,3014,2638,3204,3366,,,,,442,689,2566,3165,3668,5403,4916,4992,5347,4299,3178,2862,3190,2763,2982,2765
"G4804130","Texas","480","Schleicher County","4130",,,,,,,,114,290,1078,1005,1709,1592,1426,1414,1118,1379,1446,1459,1726,,,,,,,,41,225,815,846,1457,1491,1426,1377,1159,1441,1544,1476,1735
"G4804150","Texas","480","Scurry County","4150",,,,,,,73,776,2213,5763,4743,6408,6033,12247,10199,7673,8904,9513,8489,9028,,,,,,,29,639,1945,5161,4260,5780,5512,10532,10170,8087,9288,9121,7872,7893
"G4804170","Texas","480","Shackelford County","4170",,,,,17,230,1199,1070,1286,2171,2597,3463,3122,2487,1969,1576,1914,1613,1565,1632,,,,,27,225,838,942,1175,2030,2363,3232,3089,2514,2021,1747,2001,1703,1737,1746
"G4804190","Texas","480","Shelby County","4190",,,,2204,2789,2941,4910,7378,10542,13503,13801,14568,14855,11724,10023,9392,11091,10463,12113,12591,,,,2035,2573,2791,4613,6987,9910,12920,13663,14059,14380,11755,10456,10280,11993,11571,13111,12857
"G4804210","Texas","480","Sherman County","4210",,,,,,,0,23,62,744,779,1242,1087,1244,1320,1860,1575,1424,1613,1548,,,,,,,0,11,42,632,694,1072,939,1199,1285,1797,1599,1434,1573,1486
"G4804230","Texas","480","Smith County","4230",,,,2275,6894,8293,10992,14352,18847,21110,23481,27033,34342,36614,41869,46567,61563,72774,83758,101425,,,,2017,6498,8239,10871,13972,18523,20636,23288,26090,34748,38087,44481,50529,66803,78535,90948,108289
"G4804250","Texas","480","Somervell County","4250",,,,,,,1396,1776,1787,2041,1805,1556,1579,1260,1273,1374,2095,2712,3398,4182,,,,,,,1253,1643,1711,1890,1758,1460,1492,1282,1304,1419,2059,2648,3411,4308
"G4804270","Texas","480","Starr County","4270",,,,,1382,2444,4639,5679,5939,6808,5890,5900,6833,7039,8590,8560,13258,19927,25993,29440,,,,,1024,1710,3665,5070,5530,6343,5199,5509,6479,6909,8547,9147,14008,20591,27604,31528
"G4804290","Texas","480","Stephens County","4290",,,,,,190,2566,2549,3307,4116,9337,8491,6222,5233,4310,4011,4728,4317,4915,4975,,,,,,140,2159,2377,3159,3864,6066,8069,6134,5364,4575,4403,5198,4693,4759,4655
"G4804310","Texas","480","Sterling County","4310",,,,,,,,,611,847,584,786,749,659,586,536,587,702,684,576,,,,,,,,,516,646,469,645,655,623,591,520,619,736,709,567
"G4804330","Texas","480","Stonewall County","4330",,,,,,,92,569,1143,2847,2146,2961,2901,1897,1536,1212,1138,975,802,717,,,,,,,12,455,1040,2473,1940,2706,2688,1782,1481,1185,1268,1038,891,773
"G4804350","Texas","480","Sutton County","4350",,,,,,,,398,952,873,893,1541,2154,1918,1898,1521,2559,2001,2033,2029,,,,,,,,260,775,696,705,1266,1823,1828,1840,1654,2571,2134,2044,2099
"G4804370","Texas","480","Swisher County","4370",,,,,,,4,69,670,2149,2302,3837,3384,4293,5414,5147,4734,4001,4373,4136,,,,,,,0,31,557,1863,2086,3506,3144,3956,5193,5226,4989,4132,4005,3718
"G4804390","Texas","480","Tarrant County","4390",,,,391,3182,3012,13292,23160,27187,57352,80047,97667,109765,177886,263863,350510,421453,578780,716001,887235,,,,273,2838,2776,11379,17982,25189,51220,72753,99886,115756,183367,274632,365807,439427,591323,730218,921799
"G4804410","Texas","480","Taylor County","4410",,,,,,,978,3715,5442,13712,12321,20568,21707,31185,50631,47603,54009,58202,61342,64028,,,,,,,758,3242,5057,12581,11760,20455,22440,32185,50447,50250,56923,61453,65213,67478
"G4804430","Texas","480","Terrell County","4430",,,,,,,,,,867,982,1491,1549,1651,1333,974,827,737,549,509,,,,,,,,,,563,613,1169,1403,1538,1267,966,768,673,532,475
"G4804450","Texas","480","Terry County","4450",,,,,,,0,17,41,807,1143,4673,5775,6688,8288,6988,7110,6408,6626,6717,,,,,,,0,4,7,667,1093,4210,5385,6419,7998,7130,7471,6810,6135,5934
