"","gisjoin","year","diff","male","female"
"18731","G2800130",1910,0.006,8969,8757
"18732","G2800150",1910,0.01,11795,11344
"18733","G2800170",1910,0.002,11475,11371
"18734","G2800190",1910,-0.001,7167,7190
"18735","G2800210",1910,-0.012,8493,8910
"18736","G2800230",1910,0.004,10896,10734
"18737","G2800250",1910,-0.012,9853,10350
"18738","G2800270",1910,0.014,17601,16616
"18739","G2800290",1910,-0.008,17666,18248
"18740","G2800310",1910,0.028,8932,7977
"18741","G2800330",1910,0.005,11675,11455
"18742","G2800350",1910,0.008,10527,10195
"18743","G2800370",1910,0.011,7761,7432
"18744","G2800390",1910,0.025,3463,3136
"18745","G2800410",1910,0.028,3194,2856
"18746","G2800430",1910,-0.006,7773,7954
"18747","G2800450",1910,0.022,5852,5355
"18748","G2800470",1910,0.009,17631,17027
"18749","G2800490",1910,-0.011,31151,32575
"18750","G2800510",1910,-0.003,19425,19663
"18751","G2800550",1910,0.015,5443,5117
"18752","G2800570",1910,0.006,7344,7182
"18753","G2800590",1910,0.016,7973,7478
"18754","G2800610",1910,0.005,9345,9153
"18755","G2800630",1910,-0.01,8925,9296
"18756","G2800650",1910,0.019,6674,6186
"18757","G2800670",1910,0.005,15105,14780
"18758","G2800690",1910,0.009,10362,9986
"18759","G2800710",1910,-0.001,10912,10971
"18760","G2800730",1910,0.045,6397,5344
"18761","G2800750",1910,-0.006,23191,23728
"18762","G2800770",1910,0.014,6719,6361
"18763","G2800790",1910,0.006,9266,9032
"18764","G2800810",1910,0.001,14475,14419
"18765","G2800830",1910,0.017,18760,17530
"18766","G2800850",1910,0,14306,14291
"18767","G2800870",1910,-0.018,14806,15897
"18768","G2800890",1910,-0.01,16424,17081
"18769","G2800910",1910,0.035,8342,7257
"18770","G2800930",1910,-0.006,13227,13569
"18771","G2800950",1910,0.003,17694,17484
"18772","G2800970",1910,0,8859,8847
"18773","G2800990",1910,0.013,9217,8763
"18774","G2801010",1910,0.011,11804,11281
"18775","G2801030",1910,-0.008,14036,14467
"18776","G2801050",1910,-0.012,9609,10067
"18777","G2801070",1910,0.003,15741,15533
"18778","G2801090",1910,0.02,5506,5087
"18779","G2801110",1910,0.046,4194,3491
"18780","G2801130",1910,0.005,18805,18467
"18781","G2801150",1910,0.009,10027,9661
"18782","G2801170",1910,0.006,8567,8364
"18783","G2801190",1910,0.039,6247,5346
"18784","G2801210",1910,0.004,12073,11871
"18785","G2801230",1910,0.009,8519,8204
"18786","G2801250",1910,0.009,7989,7705
"18787","G2801270",1910,0.006,8702,8499
"18788","G2801290",1910,0.01,8470,8133
"18789","G2801330",1910,0.038,15481,13306
"18790","G2801350",1910,0.019,15087,13991
"18791","G2801370",1910,0.005,9957,9757
"18792","G2801390",1910,0.002,7349,7282
"18793","G2801410",1910,0.006,6616,6451
"18794","G2801430",1910,0.017,9634,9012
"18795","G2801450",1910,0.006,9616,9381
"18796","G2801490",1910,-0.02,18010,19478
"18797","G2801510",1910,0.003,24621,24312
"18798","G2801530",1910,0.013,7553,7156
"18799","G2801550",1910,0.008,7552,7301
"18800","G2801570",1910,-0.006,8928,9147
"18801","G2801590",1910,0.001,8583,8556
"18802","G2801610",1910,0.007,10905,10614
"18803","G2801630",1910,0.005,23570,23102
"18804","G2900010",1910,0.008,11532,11168
"18805","G2900030",1910,0.023,7999,7283
"18806","G2900050",1910,0.024,7122,6482
"18807","G2900070",1910,0.007,11000,10687
"18808","G2900090",1910,0.014,12274,11595
"18809","G2900110",1910,0.024,8768,7979
"18810","G2900130",1910,0.014,13297,12572
"18811","G2900150",1910,0.015,7665,7216
"18812","G2900170",1910,0.015,7512,7064
"18813","G2900190",1910,0.003,15351,15182
"18814","G2900210",1910,0.016,48031,44989
"18815","G2900230",1910,0.031,10957,9667
"18816","G2900250",1910,0.005,7382,7223
"18817","G2900270",1910,0.02,12689,11711
"18818","G2900290",1910,0.02,6022,5560
"18819","G2900310",1910,0.006,13984,13637
"18820","G2900330",1910,0.014,11883,11215
"18821","G2900350",1910,0.015,2837,2667
"18822","G2900370",1910,0.013,11786,11187
"18823","G2900390",1910,0.009,8180,7900
"18824","G2900410",1910,0.017,12146,11357
"18825","G2900430",1910,0.012,8110,7722
"18826","G2900450",1910,0.008,6512,6299
"18827","G2900470",1910,0.012,10387,9915
"18828","G2900490",1910,0.001,7658,7639
"18829","G2900510",1910,0.049,12046,9911
"18830","G2900530",1910,0.025,10667,9644
"18831","G2900550",1910,0.018,7037,6539
"18832","G2900570",1910,0.01,7960,7653
"18833","G2900590",1910,0.012,6754,6427
"18834","G2900610",1910,0.015,9070,8535
"18835","G2900630",1910,0.014,6436,6095
"18836","G2900650",1910,0.021,6907,6338
"18837","G2900670",1910,0.023,8717,7947
"18838","G2900690",1910,0.027,15979,14349
"18839","G2900710",1910,0.022,15568,14262
"18840","G2900730",1910,0.022,6702,6145
"18841","G2900750",1910,0.006,8512,8308
"18842","G2900770",1910,0.002,32045,31786
"18843","G2900790",1910,0.009,8520,8224
"18844","G2900810",1910,0.007,10384,10082
"18845","G2900830",1910,0.004,13728,13514
"18846","G2900850",1910,-0.002,4357,4384
"18847","G2900870",1910,0.017,7520,7019
"18848","G2900890",1910,0.019,8122,7531
"18849","G2900910",1910,0.01,10747,10318
"18850","G2900930",1910,0.012,4386,4177
"18851","G2900950",1910,0.011,144834,138688
"18852","G2900970",1910,0.014,46056,43617
"18853","G2900990",1910,0.034,14897,12981
"18854","G2901010",1910,0.009,13377,12920
"18855","G2901030",1910,0.021,6460,5943
"18856","G2901050",1910,0.008,8822,8541
"18857","G2901070",1910,0.02,15673,14481
"18858","G2901090",1910,0.005,13437,13146
"18859","G2901110",1910,0.007,7866,7648
"18860","G2901130",1910,0.011,8703,8330
"18861","G2901150",1910,0.008,12825,12428
"18862","G2901170",1910,0.005,9817,9636
"18863","G2901190",1910,0.012,6937,6602
"18864","G2901210",1910,0.018,16002,14866
"18865","G2901230",1910,0.003,5669,5604
"18866","G2901250",1910,0.019,5233,4855
"18867","G2901270",1910,0.007,15505,15067
"18868","G2901290",1910,0.009,6282,6053
"18869","G2901310",1910,0.02,8695,8022
"18870","G2901330",1910,0.027,7674,6883
"18871","G2901350",1910,0.001,7205,7170
"18872","G2901370",1910,0.008,9301,9003
"18873","G2901390",1910,0.004,7863,7741
"18874","G2901410",1910,0.018,6664,6199
"18875","G2901430",1910,0.038,10479,9009
"18876","G2901450",1910,0.015,13973,13163
"18877","G2901470",1910,0.008,14653,14180
"18878","G2901490",1910,0.018,7612,7069
"18879","G2901510",1910,0.021,7448,6835
"18880","G2901530",1910,0.013,6114,5812
"18881","G2901550",1910,0.044,10637,8922
"18882","G2901570",1910,0.026,7834,7064
"18883","G2901590",1910,0.012,17380,16533
"18884","G2901610",1910,0.013,8106,7690
"18885","G2901630",1910,0.012,11556,11000
"18886","G2901650",1910,0.027,7608,6821
"18887","G2901670",1910,0.007,10936,10625
"18888","G2901690",1910,0.015,5891,5547
"18889","G2901710",1910,0.015,7364,6944
"18890","G2901730",1910,0.051,7112,5801
"18891","G2901750",1910,0.003,13174,13008
"18892","G2901770",1910,0.018,11115,10336
"18893","G2901790",1910,0.027,5054,4538
"18894","G2901810",1910,0.017,6776,6323
"18895","G2901830",1910,0.015,12728,11967
"18896","G2901850",1910,0.017,8491,7921
"18897","G2901860",1910,0.011,5423,5184
"18898","G2901870",1910,0.027,18817,16921
"18899","G2901890",1910,0.02,42885,39532
"18900","G2901950",1910,0.013,15106,14342
"18901","G2901970",1910,0.007,4590,4472
"18902","G2901990",1910,0.022,6199,5670
"18903","G2902010",1910,0.032,11893,10479
"18904","G2902030",1910,0.021,5963,5480
"18905","G2902050",1910,0.005,7508,7356
"18906","G2902070",1910,0.023,14536,13271
"18907","G2902090",1910,0.021,6028,5531
"18908","G2902110",1910,0.013,9540,9058
"18909","G2902130",1910,0.019,4736,4398
"18910","G2902150",1910,0.012,10993,10465
"18911","G2902170",1910,0.011,14740,14087
"18912","G2902190",1910,0.021,4755,4368
"18913","G2902210",1910,0.013,6864,6514
"18914","G2902230",1910,0.017,7848,7333
"18915","G2902250",1910,0.006,8789,8588
"18916","G2902270",1910,0.008,4069,3938
"18917","G2902290",1910,0.012,9377,8938
"18918","G2905100",1910,0.004,346068,340961
"18919","G3000010",1910,0.131,4067,2379
"18920","G3000070",1910,0.146,2256,1235
"18921","G3000090",1910,0.087,8197,5765
"18922","G3000130",1910,0.1,17290,11543
"18923","G3000150",1910,0.15,11168,6023
"18924","G3000170",1910,0.115,8691,5432
"18925","G3000210",1910,0.123,7928,4797
"18926","G3000230",1910,0.091,7680,5308
"18927","G3000270",1910,0.102,10465,6920
"18928","G3000290",1910,0.097,11207,7578
"18929","G3000310",1910,0.067,7981,6098
"18930","G3000390",1910,0.128,1847,1095
"18931","G3000430",1910,0.154,3665,1936
"18932","G3000490",1910,0.119,13522,8331
"18933","G3000530",1910,0.143,2340,1298
"18934","G3000570",1910,0.091,4274,2955
"18935","G3000590",1910,0.152,2731,1459
"18936","G3000630",1910,0.12,14640,8956
"18937","G3000670",1910,0.092,6350,4381
"18938","G3000770",1910,0.153,3853,2051
"18939","G3000810",1910,0.11,7113,4553
"18940","G3000870",1910,0.094,4740,3245
"18941","G3000890",1910,0.122,2308,1405
"18942","G3000930",1910,0.073,32597,24251
"18943","G3000970",1910,0.124,2513,1516
"18944","G3000990",1910,0.096,5694,3852
"18945","G3001050",1910,0.094,8101,5529
"18946","G3001110",1910,0.095,13654,9290
"18947","G3100010",1910,0.017,10805,10095
"18948","G3100030",1910,0.025,7353,6650
"18949","G3100070",1910,0.054,800,644
"18950","G3100090",1910,0.065,944,728
"18951","G3100110",1910,0.035,7033,6112
"18952","G3100130",1910,0.041,3319,2812
"18953","G3100150",1910,0.025,4637,4189
"18954","G3100170",1910,0.029,3220,2863
"18955","G3100190",1910,0.025,11498,10409
"18956","G3100210",1910,0.034,6790,5936
"18957","G3100230",1910,0.017,7959,7444
"18958","G3100250",1910,0.028,10438,9348
"18959","G3100270",1910,0.034,8116,7075
"18960","G3100290",1910,0.039,1948,1665
"18961","G3100310",1910,0.05,5729,4685
"18962","G3100330",1910,0.046,2487,2064
"18963","G3100350",1910,0.02,8181,7548
"18964","G3100370",1910,0.02,6042,5568
"18965","G3100390",1910,0.021,7176,6606
"18966","G3100410",1910,0.033,13672,11996
"18967","G3100430",1910,0.039,3536,3028
"18968","G3100450",1910,0.073,4728,3526
"18969","G3100470",1910,0.035,8542,7419
"18970","G3100490",1910,0.066,1011,775
"18971","G3100510",1910,0.026,6036,5441
"18972","G3100530",1910,0.019,11502,10643
"18973","G3100550",1910,0.028,89046,79500
"18974","G3100570",1910,0.035,2194,1904
"18975","G3100590",1910,0.014,7546,7128
"18976","G3100610",1910,0.024,5403,4900
"18977","G3100630",1910,0.034,4581,3991
"18978","G3100650",1910,0.016,6239,5844
"18979","G3100670",1910,0.015,15628,14697
"18980","G3100690",1910,0.055,1964,1574
"18981","G3100710",1910,0.029,1808,1609
"18982","G3100730",1910,0.033,2631,2302
"18983","G3100750",1910,0.052,605,492
"18984","G3100770",1910,0.025,4228,3819
"18985","G3100790",1910,0.029,10779,9582
"18986","G3100810",1910,0.018,6974,6485
"18987","G3100830",1910,0.027,5046,4532
"18988","G3100850",1910,0.03,1597,1414
"18989","G3100870",1910,0.027,2851,2564
"18990","G3100890",1910,0.023,8137,7408
"18991","G3100910",1910,0.039,529,452
"18992","G3100930",1910,0.017,5579,5204
"18993","G3100950",1910,0.03,8926,7926
"18994","G3100970",1910,0.012,5214,4973
"18995","G3100990",1910,0.021,4743,4363
"18996","G3101010",1910,0.058,2059,1633
"18997","G3101030",1910,0.037,1853,1599
"18998","G3101050",1910,0.077,1120,822
"18999","G3101070",1910,0.031,9742,8616
"19000","G3101090",1910,0.01,37618,36175
"19001","G3101110",1910,0.055,8711,6973
"19002","G3101130",1910,0.044,827,694
"19003","G3101150",1910,0.029,1158,1030
"19004","G3101170",1910,0.05,1358,1112
"19005","G3101190",1910,0.029,10105,8996
"19006","G3101210",1910,0.031,5507,4872
"19007","G3101230",1910,0.062,2576,2008
"19008","G3101250",1910,0.027,4705,4221
"19009","G3101270",1910,0.013,6720,6375
"19010","G3101290",1910,0.024,6821,6198
"19011","G3101310",1910,0.017,9985,9338
"19012","G3101330",1910,0.012,5416,5166
"19013","G3101350",1910,0.052,1419,1151
"19014","G3101370",1910,0.021,5450,5001
"19015","G3101390",1910,0.029,5358,4764
"19016","G3101410",1910,0.025,9969,9037
"19017","G3101430",1910,0.02,5473,5048
"19018","G3101450",1910,0.028,5837,5219
"19019","G3101470",1910,0.016,8998,8450
"19020","G3101490",1910,0.035,1940,1687
"19021","G3101510",1910,0.014,9187,8679
"19022","G3101530",1910,0.063,5217,4057
"19023","G3101550",1910,0.017,10943,10236
"19024","G3101570",1910,0.053,4623,3732
"19025","G3101590",1910,0.025,8349,7546
"19026","G3101610",1910,0.043,3977,3351
"19027","G3101630",1910,0.034,4417,3861
"19028","G3101650",1910,0.063,3151,2448
"19029","G3101670",1910,0.035,4032,3510
"19030","G3101690",1910,0.017,7643,7132
"19031","G3101710",1910,0.051,656,535
"19032","G3101730",1910,0.047,4765,3939
"19033","G3101750",1910,0.025,4974,4506
"19034","G3101770",1910,0.02,6624,6114
"19035","G3101790",1910,0.035,5558,4839
"19036","G3101810",1910,0.024,6290,5718
"19037","G3101830",1910,0.043,1245,1047
"19038","G3101850",1910,0.016,9656,9065
"19039","G3200010",1910,0.103,1694,1117
"19040","G3200030",1910,0.126,2078,1243
"19041","G3200050",1910,0.116,1167,728
"19042","G3200070",1910,0.182,5546,2587
"19043","G3200090",1910,0.14,5992,3377
"19044","G3200110",1910,0.146,1183,647
"19045","G3200130",1910,0.185,4677,2148
"19046","G3200150",1910,0.171,1198,588
"19047","G3200170",1910,0.221,2516,973
"19048","G3200190",1910,0.156,2339,1229
"19049","G3200230",1910,0.16,4959,2554
"19050","G3200250",1910,0.069,1944,1471
"19051","G3200290",1910,0.085,1781,1264
"19052","G3200310",1910,0.091,10307,7127
"19053","G3200330",1910,0.195,5170,2271
"19054","G3300010",1910,-0.002,10617,10692
"19055","G3300030",1910,0.022,8517,7799
"19056","G3300050",1910,0.007,15531,15128
"19057","G3300070",1910,0.028,16241,14512
"19058","G3300090",1910,0.015,21459,20193
"19059","G3300110",1910,-0.006,62325,63747
"19060","G3300130",1910,-0.003,26491,26844
"19061","G3300150",1910,-0.003,25946,26242
"19062","G3300170",1910,-0.001,19448,19503
"19063","G3300190",1910,0.002,9715,9622
"19064","G3400010",1910,0.003,36169,35725
"19065","G3400030",1910,0.001,69189,68813
"19066","G3400050",1910,0.006,33692,32873
"19067","G3400070",1910,0,71012,71017
"19068","G3400090",1910,0.02,10269,9476
"19069","G3400110",1910,0.005,27844,27309
"19070","G3400130",1910,-0.008,252268,260618
"19071","G3400150",1910,0.023,19525,17843
"19072","G3400170",1910,0.016,277104,260127
"19073","G3400190",1910,0.007,17028,16541
"19074","G3400210",1910,0.019,65252,60405
"19075","G3400230",1910,0.035,61178,53248
"19076","G3400250",1910,0.004,47760,46974
"19077","G3400270",1910,0.012,38252,36452
"19078","G3400290",1910,-0.004,10583,10735
"19079","G3400310",1910,-0.002,107469,108433
"19080","G3400330",1910,0.019,14018,12981
"19081","G3400350",1910,0.014,19956,18864
"19082","G3400370",1910,0.053,14802,11979
"19083","G3400390",1910,0.002,70395,69802
"19084","G3400410",1910,0.026,22698,20489
"19085","G3550035",1910,0.011,12051,11555
"19086","G3550055",1910,0.037,9050,7800
"19087","G3550075",1910,0.086,9647,6813
"19088","G3550095",1910,0.047,6263,5180
"19089","G3550115",1910,0.021,6717,6176
"19090","G3550135",1910,0.043,6731,5669
"19091","G3550155",1910,0.066,8388,6425
"19092","G3550175",1910,0.034,5839,5088
"19093","G3550195",1910,0.064,4415,3407
"19094","G3550215",1910,0.058,2183,1730
"19095","G3550235",1910,0.047,7093,5870
"19096","G3550255",1910,0.017,6520,6091
"19097","G3550275",1910,0.031,3751,3318
"19098","G3550295",1910,0.044,8105,6807
"19099","G3550315",1910,0.01,8478,8146
"19100","G3550335",1910,0.035,6449,5615
"19101","G3550355",1910,0.031,4557,4022
"19102","G3550375",1910,0.027,4482,4022
"19103","G3550395",1910,0.013,11761,11169
"19104","G3550435",1910,0.02,7674,7096
"19105","G3550455",1910,0.056,1965,1571
"19106","G3550475",1910,0.047,8078,6683
"19107","G3550495",1910,0.019,6227,5781
"19108","G3550515",1910,0.041,5474,4645
"19109","G3550535",1910,0.039,6148,5256
"19110","G3550555",1910,0.04,7199,6121
"19111","G3600010",1910,-0.014,84438,89228
"19112","G3600030",1910,0.007,20990,20422
"19113","G3600070",1910,-0.011,38561,40248
"19114","G3600090",1910,0.008,33469,32450
"19115","G3600110",1910,0.007,34054,33052
"19116","G3600130",1910,0.004,52971,52155
"19117","G3600150",1910,0.001,27361,27301
"19118","G3600170",1910,0.003,17889,17686
"19119","G3600190",1910,0.032,25666,22564
"19120","G3600210",1910,0.014,22426,21232
"19121","G3600230",1910,0.003,14703,14546
"19122","G3600250",1910,0.013,23360,22215
"19123","G3600270",1910,0.003,44092,43569
"19124","G3600290",1910,0.008,268966,260019
"19125","G3600310",1910,0.031,17771,15687
"19126","G3600330",1910,0.008,23226,22491
"19127","G3600350",1910,-0.011,21792,22742
"19128","G3600370",1910,0.014,19322,18293
"19129","G3600390",1910,0.009,15384,14830
"19130","G3600410",1910,0.069,2488,1885
"19131","G3600430",1910,0.022,29408,26948
"19132","G3600450",1910,0.003,40435,39947
"19133","G3600470",1910,-0.005,809791,824560
"19134","G3600490",1910,0.018,12883,11966
"19135","G3600510",1910,0.012,19488,18549
"19136","G3600530",1910,0.002,19721,19568
"19137","G3600550",1910,0.004,142796,140416
"19138","G3600570",1910,0.001,28840,28727
"19139","G3600590",1910,0.013,43064,40866
"19140","G3600610",1910,0.001,1383779,1378743
"19141","G3600630",1910,0.02,47827,44209
"19142","G3600650",1910,0,77091,77066
"19143","G3600670",1910,0.008,101800,98498
"19144","G3600690",1910,0.002,26235,26051
"19145","G3600710",1910,0.015,59716,56285
"19146","G3600730",1910,0.009,16289,15711
"19147","G3600750",1910,0.004,36120,35544
"19148","G3600770",1910,0.004,23820,23396
"19149","G3600790",1910,0.055,8140,6525
"19150","G3600810",1910,0.008,144205,139836
"19151","G3600830",1910,-0.022,58505,63771
"19152","G3600850",1910,0.02,44707,41262
"19153","G3600870",1910,0.02,24379,22494
"19154","G3600890",1910,0.006,45045,43960
"19155","G3600910",1910,0.006,31318,30599
"19156","G3600930",1910,0.033,47060,41175
"19157","G3600950",1910,0.009,12149,11706
"19158","G3600970",1910,-0.004,6941,7063
"19159","G3600990",1910,0.004,13605,13367
"19160","G3601010",1910,0.01,42519,40843
"19161","G3601030",1910,0.01,49037,47101
"19162","G3601050",1910,0.007,17157,16651
"19163","G3601070",1910,-0.008,12603,13021
"19164","G3601090",1910,-0.011,16453,17194
"19165","G3601110",1910,0.029,48547,43222
"19166","G3601130",1910,-0.008,15847,16376
"19167","G3601150",1910,0.011,24402,23376
"19168","G3601170",1910,-0.006,24808,25371
"19169","G3601190",1910,0.008,143784,139271
"19170","G3601210",1910,0.004,16073,15807
"19171","G3601230",1910,-0.002,9281,9361
"19172","G3700010",1910,-0.008,14115,14597
"19173","G3700030",1910,-0.012,5660,5932
"19174","G3700050",1910,-0.014,3761,3984
"19175","G3700070",1910,0.001,12752,12713
"19176","G3700090",1910,-0.003,9479,9595
"19177","G3700130",1910,-0.003,15342,15535
"19178","G3700150",1910,-0.004,11436,11603
"19179","G3700170",1910,-0.007,8873,9133
"19180","G3700190",1910,0.009,7349,7083
"19181","G3700210",1910,-0.01,24388,25410
"19182","G3700230",1910,-0.017,10336,11072
"19183","G3700250",1910,0,13109,13131
"19184","G3700270",1910,0.002,10324,10255
"19185","G3700290",1910,0.023,2951,2689
"19186","G3700310",1910,0.003,6936,6840
"19187","G3700330",1910,-0.001,7416,7442
"19188","G3700350",1910,-0.01,13688,14230
"19189","G3700370",1910,-0.001,11305,11330
"19190","G3700390",1910,-0.001,7053,7083
"19191","G3700410",1910,-0.008,5557,5746
"19192","G3700430",1910,-0.008,1924,1985
"19193","G3700450",1910,-0.002,14678,14816
"19194","G3700470",1910,0.005,14154,13866
"19195","G3700490",1910,-0.01,12536,13058
"19196","G3700510",1910,-0.013,17199,18085
"19197","G3700530",1910,0.022,4019,3674
"19198","G3700550",1910,0.02,2515,2326
"19199","G3700570",1910,0.003,14804,14600
"19200","G3700590",1910,-0.006,6612,6782
"19201","G3700610",1910,-0.003,12655,12787
"19202","G3700630",1910,-0.017,17025,18251
"19203","G3700650",1910,-0.004,15874,16136
"19204","G3700670",1910,0.002,23762,23549
"19205","G3700690",1910,0.005,12479,12213
"19206","G3700710",1910,-0.008,18226,18837
"19207","G3700730",1910,-0.003,5195,5260
"19208","G3700750",1910,0.015,2448,2301
"19209","G3700770",1910,-0.003,12486,12616
"19210","G3700790",1910,0.012,6696,6387
"19211","G3700810",1910,-0.007,29804,30693
"19212","G3700830",1910,-0.005,18643,19003
"19213","G3700850",1910,0.002,11125,11049
"19214","G3700870",1910,0.023,10987,10033
"19215","G3700890",1910,-0.003,8079,8183
"19216","G3700910",1910,-0.001,7709,7727
"19217","G3700950",1910,0.008,4490,4350
"19218","G3700970",1910,-0.011,16778,17537
"19219","G3700990",1910,0.007,6588,6410
"19220","G3701010",1910,0.003,20818,20583
"19221","G3701030",1910,-0.001,4348,4373
"19222","G3701050",1910,-0.013,5542,5834
"19223","G3701070",1910,-0.01,11158,11611
"19224","G3701090",1910,-0.012,8368,8764
"19225","G3701110",1910,0.004,6827,6711
"19226","G3701130",1910,0,6093,6098
"19227","G3701150",1910,0.008,10232,9900
"19228","G3701170",1910,0.003,8945,8852
"19229","G3701190",1910,-0.011,32796,34235
"19230","G3701210",1910,0.014,8861,8384
"19231","G3701230",1910,0.002,7519,7448
"19232","G3701250",1910,-0.014,8264,8746
"19233","G3701270",1910,0.009,17171,16556
"19234","G3701290",1910,-0.016,15511,16526
"19235","G3701310",1910,-0.006,11019,11304
"19236","G3701330",1910,0.016,7288,6837
"19237","G3701350",1910,0.002,7557,7507
"19238","G3701370",1910,0.01,5087,4879
"19239","G3701390",1910,-0.002,8305,8388
"19240","G3701410",1910,0.004,7797,7674
"19241","G3701430",1910,0.007,5609,5445
"19242","G3701450",1910,0.005,8762,8594
"19243","G3701470",1910,0,18172,18168
"19244","G3701490",1910,0.004,3849,3791
"19245","G3701510",1910,0,14745,14746
"19246","G3701530",1910,-0.006,9718,9955
"19247","G3701550",1910,-0.003,25830,26115
"19248","G3701570",1910,-0.006,18007,18435
"19249","G3701590",1910,0,18777,18744
"19250","G3701610",1910,-0.007,13994,14391
"19251","G3701630",1910,-0.001,14947,15035
"19252","G3701650",1910,-0.009,7537,7826
"19253","G3701670",1910,0.007,10099,9810
"19254","G3701690",1910,0.006,10197,9954
"19255","G3701710",1910,0.002,14919,14786
"19256","G3701730",1910,0.024,5451,4952
"19257","G3701750",1910,0.001,3605,3586
"19258","G3701770",1910,0.006,2640,2579
"19259","G3701790",1910,0.006,16849,16428
"19260","G3701810",1910,-0.01,9510,9915
"19261","G3701830",1910,-0.003,31406,31823
"19262","G3701850",1910,-0.002,10100,10166
"19263","G3701870",1910,0,5531,5531
"19264","G3701890",1910,0.008,6892,6664
"19265","G3701910",1910,-0.007,17589,18109
"19266","G3701930",1910,-0.01,14827,15455
"19267","G3701950",1910,0.006,14304,13965
"19268","G3701970",1910,-0.003,7666,7762
"19269","G3701990",1910,0.007,6118,5954
"19270","G3800010",1910,0.086,3168,2239
"19271","G3800030",1910,0.042,9788,8278
"19272","G3800050",1910,0.055,7039,5642
"19273","G3800070",1910,0.09,6005,4181
"19274","G3800090",1910,0.041,9348,7947
"19275","G3800110",1910,0.085,2733,1935
"19276","G3800130",1910,0.052,5000,4064
"19277","G3800150",1910,0.078,7564,5523
"19278","G3800170",1910,0.039,18297,15638
"19279","G3800190",1910,0.046,8553,7106
"19280","G3800210",1910,0.046,5371,4468
"19281","G3800230",1910,0.086,3524,2491
"19282","G3800250",1910,0.064,2991,2311
"19283","G3800270",1910,0.069,2729,2071
"19284","G3800290",1910,0.033,5223,4573
"19285","G3800310",1910,0.069,3021,2292
"19286","G3800350",1910,0.033,14860,13028
"19287","G3800390",1910,0.061,3519,2755
"19288","G3800410",1910,0.074,3766,2791
"19289","G3800430",1910,0.061,3342,2620
"19290","G3800450",1910,0.054,5941,4783
"19291","G3800470",1910,0.021,3212,2956
"19292","G3800490",1910,0.043,9566,8061
"19293","G3800510",1910,0.024,3798,3453
"19294","G3800530",1910,0.092,3389,2331
"19295","G3800550",1910,0.049,7959,6537
"19296","G3800570",1910,0.04,2562,2185
"19297","G3800590",1910,0.064,14263,11026
"19298","G3800610",1910,0.067,4817,3674
"19299","G3800630",1910,0.059,5673,4467
"19300","G3800650",1910,0.046,1953,1624
"19301","G3800670",1910,0.027,7780,6969
"19302","G3800690",1910,0.052,5376,4364
"19303","G3800710",1910,0.074,8721,6478
"19304","G3800730",1910,0.045,5639,4706
"19305","G3800750",1910,0.049,4304,3536
"19306","G3800770",1910,0.036,10545,9114
"19307","G3800790",1910,0.04,5160,4398
"19308","G3800810",1910,0.056,5120,4082
"19309","G3800830",1910,0.032,4312,3791
"19310","G3800890",1910,0.048,6848,5656
"19311","G3800910",1910,0.059,4255,3361
"19312","G3800930",1910,0.051,10017,8172
"19313","G3800950",1910,0.054,4969,3994
"19314","G3800970",1910,0.038,6747,5798
"19315","G3800990",1910,0.03,10323,9168
"19316","G3801010",1910,0.045,13770,11511
"19317","G3801030",1910,0.047,6460,5354
"19318","G3801050",1910,0.078,8234,6000
"19319","G3900010",1910,0.014,12728,12027
"19320","G3900030",1910,0.004,28542,28038
"19321","G3900050",1910,-0.002,11447,11528
"19322","G3900070",1910,0.01,30386,29161
"19323","G3900090",1910,0.017,24725,23073
"19324","G3900110",1910,0.009,15910,15336
"19325","G3900130",1910,0.023,40209,36647
"19326","G3900150",1910,0.004,12514,12318
"19327","G3900170",1910,0.011,35911,34360
"19328","G3900190",1910,0.011,8048,7713
"19329","G3900210",1910,0.002,13224,13127
"19330","G3900230",1910,0.01,33855,32580
"19331","G3900250",1910,-0.009,14521,15030
"19332","G3900270",1910,-0.002,11803,11877
"19333","G3900290",1910,0.008,38947,37672
"19334","G3900310",1910,0.001,15102,15019
"19335","G3900330",1910,0.013,17447,16589
"19336","G3900350",1910,0.015,328538,308887
"19337","G3900370",1910,0.012,21971,20962
"19338","G3900390",1910,0.005,12365,12133
"19339","G3900410",1910,-0.007,13399,13783
"19340","G3900430",1910,0.021,19968,18359
"19341","G3900450",1910,0.014,20154,19047
"19342","G3900470",1910,0.007,11033,10711
"19343","G3900490",1910,0.007,112443,109124
"19344","G3900510",1910,0.012,12253,11661
"19345","G3900530",1910,0.008,13090,12655
"19346","G3900550",1910,0.019,7610,7060
"19347","G3900570",1910,0,14854,14879
"19348","G3900590",1910,0.018,22141,20575
"19349","G3900610",1910,-0.009,226350,234382
"19350","G3900630",1910,-0.005,18758,19102
"19351","G3900650",1910,0.01,15505,14902
"19352","G3900670",1910,-0.003,9484,9592
"19353","G3900690",1910,0.011,12846,12273
"19354","G3900710",1910,-0.002,14298,14413
"19355","G3900730",1910,0.017,12224,11426
"19356","G3900750",1910,0.008,9104,8805
"19357","G3900770",1910,0.006,17309,16897
"19358","G3900790",1910,0.007,15616,15175
"19359","G3900810",1910,0.043,35512,29911
"19360","G3900830",1910,-0.001,15073,15108
"19361","G3900850",1910,0.003,11522,11405
"19362","G3900870",1910,0.001,19799,19689
