GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME,A08AA,A08AB
"G3100130","2000","Nebraska","31","Box Butte","013","Box Butte County",6054,6104
"G3100150","2000","Nebraska","31","Boyd","015","Boyd County",1177,1261
"G3100170","2000","Nebraska","31","Brown","017","Brown County",1731,1794
"G3100190","2000","Nebraska","31","Buffalo","019","Buffalo County",20694,21565
"G3100210","2000","Nebraska","31","Burt","021","Burt County",3771,4020
"G3100230","2000","Nebraska","31","Butler","023","Butler County",4472,4295
"G3100250","2000","Nebraska","31","Cass","025","Cass County",12028,12306
"G3100270","2000","Nebraska","31","Cedar","027","Cedar County",4811,4804
"G3100290","2000","Nebraska","31","Chase","029","Chase County",1999,2069
"G3100310","2000","Nebraska","31","Cherry","031","Cherry County",3055,3093
"G3100330","2000","Nebraska","31","Cheyenne","033","Cheyenne County",4814,5016
"G3100350","2000","Nebraska","31","Clay","035","Clay County",3431,3608
"G3100370","2000","Nebraska","31","Colfax","037","Colfax County",5382,5059
"G3100390","2000","Nebraska","31","Cuming","039","Cuming County",5155,5048
"G3100410","2000","Nebraska","31","Custer","041","Custer County",5779,6014
"G3100430","2000","Nebraska","31","Dakota","043","Dakota County",10111,10142
"G3100450","2000","Nebraska","31","Dawes","045","Dawes County",4429,4631
"G3100470","2000","Nebraska","31","Dawson","047","Dawson County",12286,12079
"G3100490","2000","Nebraska","31","Deuel","049","Deuel County",1021,1077
"G3100510","2000","Nebraska","31","Dixon","051","Dixon County",3145,3194
"G3100530","2000","Nebraska","31","Dodge","053","Dodge County",17441,18719
"G3100550","2000","Nebraska","31","Douglas","055","Douglas County",226734,236851
"G3100570","2000","Nebraska","31","Dundy","057","Dundy County",1128,1164
"G3100590","2000","Nebraska","31","Fillmore","059","Fillmore County",3205,3429
"G3100610","2000","Nebraska","31","Franklin","061","Franklin County",1720,1854
"G3100630","2000","Nebraska","31","Frontier","063","Frontier County",1553,1546
"G3100650","2000","Nebraska","31","Furnas","065","Furnas County",2555,2769
"G3100670","2000","Nebraska","31","Gage","067","Gage County",11149,11844
"G3100690","2000","Nebraska","31","Garden","069","Garden County",1116,1176
"G3100710","2000","Nebraska","31","Garfield","071","Garfield County",911,991
"G3100730","2000","Nebraska","31","Gosper","073","Gosper County",1082,1061
"G3100750","2000","Nebraska","31","Grant","075","Grant County",398,349
"G3100770","2000","Nebraska","31","Greeley","077","Greeley County",1337,1377
"G3100790","2000","Nebraska","31","Hall","079","Hall County",26554,26980
"G3100810","2000","Nebraska","31","Hamilton","081","Hamilton County",4687,4716
"G3100830","2000","Nebraska","31","Harlan","083","Harlan County",1874,1912
"G3100850","2000","Nebraska","31","Hayes","085","Hayes County",535,533
"G3100870","2000","Nebraska","31","Hitchcock","087","Hitchcock County",1516,1595
"G3100890","2000","Nebraska","31","Holt","089","Holt County",5685,5866
"G3100910","2000","Nebraska","31","Hooker","091","Hooker County",356,427
"G3100930","2000","Nebraska","31","Howard","093","Howard County",3300,3267
"G3100950","2000","Nebraska","31","Jefferson","095","Jefferson County",4073,4260
"G3100970","2000","Nebraska","31","Johnson","097","Johnson County",2149,2339
"G3100990","2000","Nebraska","31","Kearney","099","Kearney County",3413,3469
"G3101010","2000","Nebraska","31","Keith","101","Keith County",4358,4517
"G3101030","2000","Nebraska","31","Keya Paha","103","Keya Paha County",495,488
"G3101050","2000","Nebraska","31","Kimball","105","Kimball County",1998,2091
"G3101070","2000","Nebraska","31","Knox","107","Knox County",4609,4765
"G3101090","2000","Nebraska","31","Lancaster","109","Lancaster County",125029,125262
"G3101110","2000","Nebraska","31","Lincoln","111","Lincoln County",17009,17623
"G3101130","2000","Nebraska","31","Logan","113","Logan County",385,389
"G3101150","2000","Nebraska","31","Loup","115","Loup County",371,341
"G3101170","2000","Nebraska","31","McPherson","117","McPherson County",266,267
"G3101190","2000","Nebraska","31","Madison","119","Madison County",17480,17746
"G3101210","2000","Nebraska","31","Merrick","121","Merrick County",4017,4187
"G3101230","2000","Nebraska","31","Morrill","123","Morrill County",2691,2749
"G3101250","2000","Nebraska","31","Nance","125","Nance County",2061,1977
"G3101270","2000","Nebraska","31","Nemaha","127","Nemaha County",3656,3920
"G3101290","2000","Nebraska","31","Nuckolls","129","Nuckolls County",2430,2627
"G3101310","2000","Nebraska","31","Otoe","131","Otoe County",7550,7846
"G3101330","2000","Nebraska","31","Pawnee","133","Pawnee County",1483,1604
"G3101350","2000","Nebraska","31","Perkins","135","Perkins County",1606,1594
"G3101370","2000","Nebraska","31","Phelps","137","Phelps County",4777,4970
"G3101390","2000","Nebraska","31","Pierce","139","Pierce County",3929,3928
"G3101410","2000","Nebraska","31","Platte","141","Platte County",15700,15962
"G3101430","2000","Nebraska","31","Polk","143","Polk County",2827,2812
"G3101450","2000","Nebraska","31","Red Willow","145","Red Willow County",5544,5904
"G3101470","2000","Nebraska","31","Richardson","147","Richardson County",4606,4925
"G3101490","2000","Nebraska","31","Rock","149","Rock County",843,913
"G3101510","2000","Nebraska","31","Saline","151","Saline County",6845,6998
"G3101530","2000","Nebraska","31","Sarpy","153","Sarpy County",60919,61676
"G3101550","2000","Nebraska","31","Saunders","155","Saunders County",9869,9961
"G3101570","2000","Nebraska","31","Scotts Bluff","157","Scotts Bluff County",17625,19326
"G3101590","2000","Nebraska","31","Seward","159","Seward County",8379,8117
"G3101610","2000","Nebraska","31","Sheridan","161","Sheridan County",3035,3163
"G3101630","2000","Nebraska","31","Sherman","163","Sherman County",1634,1684
"G3101650","2000","Nebraska","31","Sioux","165","Sioux County",776,699
"G3101670","2000","Nebraska","31","Stanton","167","Stanton County",3201,3254
"G3101690","2000","Nebraska","31","Thayer","169","Thayer County",2963,3092
"G3101710","2000","Nebraska","31","Thomas","171","Thomas County",364,365
"G3101730","2000","Nebraska","31","Thurston","173","Thurston County",3575,3596
"G3101750","2000","Nebraska","31","Valley","175","Valley County",2223,2424
"G3101770","2000","Nebraska","31","Washington","177","Washington County",9329,9451
"G3101790","2000","Nebraska","31","Wayne","179","Wayne County",4728,5123
"G3101810","2000","Nebraska","31","Webster","181","Webster County",1954,2107
"G3101830","2000","Nebraska","31","Wheeler","183","Wheeler County",434,452
"G3101850","2000","Nebraska","31","York","185","York County",6974,7624
"G3200010","2000","Nevada","32","Churchill","001","Churchill County",12027,11955
"G3200030","2000","Nevada","32","Clark","003","Clark County",699728,676037
"G3200050","2000","Nevada","32","Douglas","005","Douglas County",20840,20419
"G3200070","2000","Nevada","32","Elko","007","Elko County",23596,21695
"G3200090","2000","Nevada","32","Esmeralda","009","Esmeralda County",537,434
"G3200110","2000","Nevada","32","Eureka","011","Eureka County",852,799
"G3200130","2000","Nevada","32","Humboldt","013","Humboldt County",8446,7660
"G3200150","2000","Nevada","32","Lander","015","Lander County",2975,2819
"G3200170","2000","Nevada","32","Lincoln","017","Lincoln County",2162,2003
"G3200190","2000","Nevada","32","Lyon","019","Lyon County",17467,17034
"G3200210","2000","Nevada","32","Mineral","021","Mineral County",2556,2515
"G3200230","2000","Nevada","32","Nye","023","Nye County",16650,15835
"G3200270","2000","Nevada","32","Pershing","027","Pershing County",4107,2586
"G3200290","2000","Nevada","32","Storey","029","Storey County",1762,1637
"G3200310","2000","Nevada","32","Washoe","031","Washoe County",172080,167406
"G3200330","2000","Nevada","32","White Pine","033","White Pine County",5164,4017
"G3205100","2000","Nevada","32","Carson City","510","Carson City",27102,25355
"G3300010","2000","New Hampshire","33","Belknap","001","Belknap County",27742,28583
"G3300030","2000","New Hampshire","33","Carroll","003","Carroll County",21455,22211
"G3300050","2000","New Hampshire","33","Cheshire","005","Cheshire County",35944,37881
"G3300070","2000","New Hampshire","33","Coos","007","Coos County",16185,16926
"G3300090","2000","New Hampshire","33","Grafton","009","Grafton County",40186,41557
"G3300110","2000","New Hampshire","33","Hillsborough","011","Hillsborough County",187827,193014
"G3300130","2000","New Hampshire","33","Merrimack","013","Merrimack County",67074,69151
"G3300150","2000","New Hampshire","33","Rockingham","015","Rockingham County",136871,140488
"G3300170","2000","New Hampshire","33","Strafford","017","Strafford County",54475,57758
"G3300190","2000","New Hampshire","33","Sullivan","019","Sullivan County",19928,20530
"G3400010","2000","New Jersey","34","Atlantic","001","Atlantic County",122074,130478
"G3400030","2000","New Jersey","34","Bergen","003","Bergen County",425436,458682
"G3400050","2000","New Jersey","34","Burlington","005","Burlington County",209402,213992
"G3400070","2000","New Jersey","34","Camden","007","Camden County",245577,263355
"G3400090","2000","New Jersey","34","Cape May","009","Cape May County",49190,53136
"G3400110","2000","New Jersey","34","Cumberland","011","Cumberland County",74730,71708
"G3400130","2000","New Jersey","34","Essex","013","Essex County",377533,416100
"G3400150","2000","New Jersey","34","Gloucester","015","Gloucester County",123207,131466
"G3400170","2000","New Jersey","34","Hudson","017","Hudson County",299064,309911
"G3400190","2000","New Jersey","34","Hunterdon","019","Hunterdon County",60240,61749
"G3400210","2000","New Jersey","34","Mercer","021","Mercer County",170750,180011
"G3400230","2000","New Jersey","34","Middlesex","023","Middlesex County",368260,381902
"G3400250","2000","New Jersey","34","Monmouth","025","Monmouth County",298839,316462
"G3400270","2000","New Jersey","34","Morris","027","Morris County",230039,240173
"G3400290","2000","New Jersey","34","Ocean","029","Ocean County",242596,268320
"G3400310","2000","New Jersey","34","Passaic","031","Passaic County",237008,252041
"G3400330","2000","New Jersey","34","Salem","033","Salem County",31047,33238
"G3400350","2000","New Jersey","34","Somerset","035","Somerset County",145241,152249
"G3400370","2000","New Jersey","34","Sussex","037","Sussex County",71338,72828
"G3400390","2000","New Jersey","34","Union","039","Union County",251372,271169
"G3400410","2000","New Jersey","34","Warren","041","Warren County",49870,52567
"G3500010","2000","New Mexico","35","Bernalillo","001","Bernalillo County",271904,284774
"G3500030","2000","New Mexico","35","Catron","003","Catron County",1812,1731
"G3500050","2000","New Mexico","35","Chaves","005","Chaves County",30055,31327
"G3500060","2000","New Mexico","35","Cibola","006","Cibola County",12505,13090
"G3500070","2000","New Mexico","35","Colfax","007","Colfax County",7190,6999
"G3500090","2000","New Mexico","35","Curry","009","Curry County",22245,22799
"G3500110","2000","New Mexico","35","De Baca","011","De Baca County",1097,1143
"G3500130","2000","New Mexico","35","Dona Ana","013","Dona Ana County",85782,88900
"G3500150","2000","New Mexico","35","Eddy","015","Eddy County",25291,26367
"G3500170","2000","New Mexico","35","Grant","017","Grant County",15109,15893
"G3500190","2000","New Mexico","35","Guadalupe","019","Guadalupe County",2567,2113
"G3500210","2000","New Mexico","35","Harding","021","Harding County",410,400
"G3500230","2000","New Mexico","35","Hidalgo","023","Hidalgo County",2960,2972
"G3500250","2000","New Mexico","35","Lea","025","Lea County",27795,27716
"G3500270","2000","New Mexico","35","Lincoln","027","Lincoln County",9503,9908
"G3500280","2000","New Mexico","35","Los Alamos","028","Los Alamos County",9236,9107
"G3500290","2000","New Mexico","35","Luna","029","Luna County",12198,12818
"G3500310","2000","New Mexico","35","McKinley","031","McKinley County",36146,38652
"G3500330","2000","New Mexico","35","Mora","033","Mora County",2616,2564
"G3500350","2000","New Mexico","35","Otero","035","Otero County",30994,31304
"G3500370","2000","New Mexico","35","Quay","037","Quay County",4920,5235
"G3500390","2000","New Mexico","35","Rio Arriba","039","Rio Arriba County",20388,20802
"G3500410","2000","New Mexico","35","Roosevelt","041","Roosevelt County",8847,9171
"G3500430","2000","New Mexico","35","Sandoval","043","Sandoval County",43848,46060
"G3500450","2000","New Mexico","35","San Juan","045","San Juan County",56405,57396
"G3500470","2000","New Mexico","35","San Miguel","047","San Miguel County",14809,15317
"G3500490","2000","New Mexico","35","Santa Fe","049","Santa Fe County",63246,66046
"G3500510","2000","New Mexico","35","Sierra","051","Sierra County",6635,6635
"G3500530","2000","New Mexico","35","Socorro","053","Socorro County",9184,8894
"G3500550","2000","New Mexico","35","Taos","055","Taos County",14698,15281
"G3500570","2000","New Mexico","35","Torrance","057","Torrance County",8681,8230
"G3500590","2000","New Mexico","35","Union","059","Union County",2055,2119
"G3500610","2000","New Mexico","35","Valencia","061","Valencia County",33186,32966
"G3600010","2000","New York","36","Albany","001","Albany County",140885,153680
"G3600030","2000","New York","36","Allegany","003","Allegany County",24942,24985
"G3600050","2000","New York","36","Bronx","005","Bronx County",620171,712479
"G3600070","2000","New York","36","Broome","007","Broome County",96733,103803
"G3600090","2000","New York","36","Cattaraugus","009","Cattaraugus County",41107,42848
"G3600110","2000","New York","36","Cayuga","011","Cayuga County",41430,40533
"G3600130","2000","New York","36","Chautauqua","013","Chautauqua County",68143,71607
"G3600150","2000","New York","36","Chemung","015","Chemung County",45000,46070
"G3600170","2000","New York","36","Chenango","017","Chenango County",25309,26092
"G3600190","2000","New York","36","Clinton","019","Clinton County",40907,38987
"G3600210","2000","New York","36","Columbia","021","Columbia County",31394,31700
"G3600230","2000","New York","36","Cortland","023","Cortland County",23479,25120
"G3600250","2000","New York","36","Delaware","025","Delaware County",23660,24395
"G3600270","2000","New York","36","Dutchess","027","Dutchess County",140127,140023
"G3600290","2000","New York","36","Erie","029","Erie County",454411,495854
"G3600310","2000","New York","36","Essex","031","Essex County",20141,18710
"G3600330","2000","New York","36","Franklin","033","Franklin County",28067,23067
"G3600350","2000","New York","36","Fulton","035","Fulton County",27130,27943
"G3600370","2000","New York","36","Genesee","037","Genesee County",29717,30653
"G3600390","2000","New York","36","Greene","039","Greene County",24858,23337
"G3600410","2000","New York","36","Hamilton","041","Hamilton County",2689,2690
"G3600430","2000","New York","36","Herkimer","043","Herkimer County",31248,33179
"G3600450","2000","New York","36","Jefferson","045","Jefferson County",57846,53892
"G3600470","2000","New York","36","Kings","047","Kings County",1156446,1308880
"G3600490","2000","New York","36","Lewis","049","Lewis County",13379,13565
"G3600510","2000","New York","36","Livingston","051","Livingston County",32269,32059
"G3600530","2000","New York","36","Madison","053","Madison County",34074,35367
"G3600550","2000","New York","36","Monroe","055","Monroe County",354327,381016
"G3600570","2000","New York","36","Montgomery","057","Montgomery County",23736,25972
"G3600590","2000","New York","36","Nassau","059","Nassau County",642317,692227
"G3600610","2000","New York","36","New York","061","New York County",729534,807661
"G3600630","2000","New York","36","Niagara","063","Niagara County",106122,113724
"G3600650","2000","New York","36","Oneida","065","Oneida County",116913,118556
"G3600670","2000","New York","36","Onondaga","067","Onondaga County",219195,239141
"G3600690","2000","New York","36","Ontario","069","Ontario County",48983,51241
"G3600710","2000","New York","36","Orange","071","Orange County",170965,170402
"G3600730","2000","New York","36","Orleans","073","Orleans County",21891,22280
"G3600750","2000","New York","36","Oswego","075","Oswego County",60402,61975
"G3600770","2000","New York","36","Otsego","077","Otsego County",29737,31939
"G3600790","2000","New York","36","Putnam","079","Putnam County",47748,47997
"G3600810","2000","New York","36","Queens","081","Queens County",1073568,1155811
"G3600830","2000","New York","36","Rensselaer","083","Rensselaer County",74691,77847
"G3600850","2000","New York","36","Richmond","085","Richmond County",214485,229243
"G3600870","2000","New York","36","Rockland","087","Rockland County",139901,146852
"G3600890","2000","New York","36","St Lawrence","089","St. Lawrence County",56861,55070
"G3600910","2000","New York","36","Saratoga","091","Saratoga County",98879,101756
"G3600930","2000","New York","36","Schenectady","093","Schenectady County",70479,76076
"G3600950","2000","New York","36","Schoharie","095","Schoharie County",15713,15869
"G3600970","2000","New York","36","Schuyler","097","Schuyler County",9634,9590
"G3600990","2000","New York","36","Seneca","099","Seneca County",16679,16663
"G3601010","2000","New York","36","Steuben","101","Steuben County",48365,50361
"G3601030","2000","New York","36","Suffolk","103","Suffolk County",695010,724359
"G3601050","2000","New York","36","Sullivan","105","Sullivan County",37643,36323
"G3601070","2000","New York","36","Tioga","107","Tioga County",25576,26208
"G3601090","2000","New York","36","Tompkins","109","Tompkins County",47667,48834
"G3601110","2000","New York","36","Ulster","111","Ulster County",88460,89289
"G3601130","2000","New York","36","Warren","113","Warren County",30701,32602
"G3601150","2000","New York","36","Washington","115","Washington County",31301,29741
"G3601170","2000","New York","36","Wayne","117","Wayne County",46430,47335
"G3601190","2000","New York","36","Westchester","119","Westchester County",441722,481737
"G3601210","2000","New York","36","Wyoming","121","Wyoming County",23535,19889
"G3601230","2000","New York","36","Yates","123","Yates County",12016,12605
"G3700010","2000","North Carolina","37","Alamance","001","Alamance County",62843,67957
"G3700030","2000","North Carolina","37","Alexander","003","Alexander County",16749,16854
"G3700050","2000","North Carolina","37","Alleghany","005","Alleghany County",5259,5418
"G3700070","2000","North Carolina","37","Anson","007","Anson County",12415,12860
"G3700090","2000","North Carolina","37","Ashe","009","Ashe County",12031,12353
"G3700110","2000","North Carolina","37","Avery","011","Avery County",9063,8104
"G3700130","2000","North Carolina","37","Beaufort","013","Beaufort County",21438,23520
"G3700150","2000","North Carolina","37","Bertie","015","Bertie County",9233,10540
"G3700170","2000","North Carolina","37","Bladen","017","Bladen County",15520,16758
"G3700190","2000","North Carolina","37","Brunswick","019","Brunswick County",35965,37178
"G3700210","2000","North Carolina","37","Buncombe","021","Buncombe County",99034,107296
"G3700230","2000","North Carolina","37","Burke","023","Burke County",44574,44574
"G3700250","2000","North Carolina","37","Cabarrus","025","Cabarrus County",64541,66522
"G3700270","2000","North Carolina","37","Caldwell","027","Caldwell County",38235,39180
"G3700290","2000","North Carolina","37","Camden","029","Camden County",3414,3471
"G3700310","2000","North Carolina","37","Carteret","031","Carteret County",29157,30226
"G3700330","2000","North Carolina","37","Caswell","033","Caswell County",11896,11605
"G3700350","2000","North Carolina","37","Catawba","035","Catawba County",69882,71803
"G3700370","2000","North Carolina","37","Chatham","037","Chatham County",24268,25061
"G3700390","2000","North Carolina","37","Cherokee","039","Cherokee County",11786,12512
"G3700410","2000","North Carolina","37","Chowan","041","Chowan County",6805,7721
"G3700430","2000","North Carolina","37","Clay","043","Clay County",4272,4503
"G3700450","2000","North Carolina","37","Cleveland","045","Cleveland County",46306,49981
"G3700470","2000","North Carolina","37","Columbus","047","Columbus County",26323,28426
"G3700490","2000","North Carolina","37","Craven","049","Craven County",46152,45284
"G3700510","2000","North Carolina","37","Cumberland","051","Cumberland County",153221,149742
"G3700530","2000","North Carolina","37","Currituck","053","Currituck County",9032,9158
"G3700550","2000","North Carolina","37","Dare","055","Dare County",15098,14869
"G3700570","2000","North Carolina","37","Davidson","057","Davidson County",72118,75128
"G3700590","2000","North Carolina","37","Davie","059","Davie County",17149,17686
"G3700610","2000","North Carolina","37","Duplin","061","Duplin County",24317,24746
"G3700630","2000","North Carolina","37","Durham","063","Durham County",107630,115684
"G3700650","2000","North Carolina","37","Edgecombe","065","Edgecombe County",25846,29760
"G3700670","2000","North Carolina","37","Forsyth","067","Forsyth County",146217,159850
"G3700690","2000","North Carolina","37","Franklin","069","Franklin County",23314,23946
"G3700710","2000","North Carolina","37","Gaston","071","Gaston County",92094,98271
"G3700730","2000","North Carolina","37","Gates","073","Gates County",5155,5361
"G3700750","2000","North Carolina","37","Graham","075","Graham County",3900,4093
"G3700770","2000","North Carolina","37","Granville","077","Granville County",25484,23014
"G3700790","2000","North Carolina","37","Greene","079","Greene County",9748,9226
"G3700810","2000","North Carolina","37","Guilford","081","Guilford County",201729,219319
"G3700830","2000","North Carolina","37","Halifax","083","Halifax County",27284,30086
"G3700850","2000","North Carolina","37","Harnett","085","Harnett County",44923,46102
"G3700870","2000","North Carolina","37","Haywood","087","Haywood County",25897,28136
"G3700890","2000","North Carolina","37","Henderson","089","Henderson County",43171,46002
"G3700910","2000","North Carolina","37","Hertford","091","Hertford County",10384,12217
"G3700930","2000","North Carolina","37","Hoke","093","Hoke County",16987,16659
"G3700950","2000","North Carolina","37","Hyde","095","Hyde County",3080,2746
"G3700970","2000","North Carolina","37","Iredell","097","Iredell County",60120,62540
"G3700990","2000","North Carolina","37","Jackson","099","Jackson County",16174,16947
"G3701010","2000","North Carolina","37","Johnston","101","Johnston County",60594,61371
"G3701030","2000","North Carolina","37","Jones","103","Jones County",5001,5380
"G3701050","2000","North Carolina","37","Lee","105","Lee County",24213,24827
"G3701070","2000","North Carolina","37","Lenoir","107","Lenoir County",28312,31336
"G3701090","2000","North Carolina","37","Lincoln","109","Lincoln County",31720,32060
"G3701110","2000","North Carolina","37","McDowell","111","McDowell County",21002,21149
"G3701130","2000","North Carolina","37","Macon","113","Macon County",14289,15522
"G3701150","2000","North Carolina","37","Madison","115","Madison County",9684,9951
"G3701170","2000","North Carolina","37","Martin","117","Martin County",11868,13725
"G3701190","2000","North Carolina","37","Mecklenburg","119","Mecklenburg County",341457,353997
"G3701210","2000","North Carolina","37","Mitchell","121","Mitchell County",7666,8021
"G3701230","2000","North Carolina","37","Montgomery","123","Montgomery County",13581,13241
"G3701250","2000","North Carolina","37","Moore","125","Moore County",36024,38745
"G3701270","2000","North Carolina","37","Nash","127","Nash County",42061,45359
"G3701290","2000","North Carolina","37","New Hanover","129","New Hanover County",77371,82936
"G3701310","2000","North Carolina","37","Northampton","131","Northampton County",10583,11503
"G3701330","2000","North Carolina","37","Onslow","133","Onslow County",82986,67369
"G3701350","2000","North Carolina","37","Orange","135","Orange County",56038,62189
"G3701370","2000","North Carolina","37","Pamlico","137","Pamlico County",6513,6421
"G3701390","2000","North Carolina","37","Pasquotank","139","Pasquotank County",16890,18007
"G3701410","2000","North Carolina","37","Pender","141","Pender County",20663,20419
"G3701430","2000","North Carolina","37","Perquimans","143","Perquimans County",5426,5942
"G3701450","2000","North Carolina","37","Person","145","Person County",17188,18435
"G3701470","2000","North Carolina","37","Pitt","147","Pitt County",63441,70357
"G3701490","2000","North Carolina","37","Polk","149","Polk County",8692,9632
"G3701510","2000","North Carolina","37","Randolph","151","Randolph County",64492,65962
"G3701530","2000","North Carolina","37","Richmond","153","Richmond County",22848,23716
"G3701550","2000","North Carolina","37","Robeson","155","Robeson County",59998,63341
"G3701570","2000","North Carolina","37","Rockingham","157","Rockingham County",44369,47559
"G3701590","2000","North Carolina","37","Rowan","159","Rowan County",64380,65960
"G3701610","2000","North Carolina","37","Rutherford","161","Rutherford County",30301,32598
"G3701630","2000","North Carolina","37","Sampson","163","Sampson County",29800,30361
"G3701650","2000","North Carolina","37","Scotland","165","Scotland County",16886,19112
"G3701670","2000","North Carolina","37","Stanly","167","Stanly County",28671,29429
"G3701690","2000","North Carolina","37","Stokes","169","Stokes County",21906,22805
"G3701710","2000","North Carolina","37","Surry","171","Surry County",34828,36391
"G3701730","2000","North Carolina","37","Swain","173","Swain County",6305,6663
"G3701750","2000","North Carolina","37","Transylvania","175","Transylvania County",14115,15219
"G3701770","2000","North Carolina","37","Tyrrell","177","Tyrrell County",2211,1938
"G3701790","2000","North Carolina","37","Union","179","Union County",61756,61921
"G3701810","2000","North Carolina","37","Vance","181","Vance County",20306,22648
"G3701830","2000","North Carolina","37","Wake","183","Wake County",311436,316410
"G3701850","2000","North Carolina","37","Warren","185","Warren County",9813,10159
"G3701870","2000","North Carolina","37","Washington","187","Washington County",6489,7234
"G3701890","2000","North Carolina","37","Watauga","189","Watauga County",21273,21422
"G3701910","2000","North Carolina","37","Wayne","191","Wayne County",55883,57446
"G3701930","2000","North Carolina","37","Wilkes","193","Wilkes County",32371,33261
"G3701950","2000","North Carolina","37","Wilson","195","Wilson County",35225,38589
"G3701970","2000","North Carolina","37","Yadkin","197","Yadkin County",17843,18505
"G3701990","2000","North Carolina","37","Yancey","199","Yancey County",8694,9080
"G3800010","2000","North Dakota","38","Adams","001","Adams County",1239,1354
"G3800030","2000","North Dakota","38","Barnes","003","Barnes County",5791,5984
"G3800050","2000","North Dakota","38","Benson","005","Benson County",3518,3446
"G3800070","2000","North Dakota","38","Billings","007","Billings County",471,417
"G3800090","2000","North Dakota","38","Bottineau","009","Bottineau County",3600,3549
"G3800110","2000","North Dakota","38","Bowman","011","Bowman County",1576,1666
"G3800130","2000","North Dakota","38","Burke","013","Burke County",1130,1112
"G3800150","2000","North Dakota","38","Burleigh","015","Burleigh County",33918,35498
"G3800170","2000","North Dakota","38","Cass","017","Cass County",61676,61462
"G3800190","2000","North Dakota","38","Cavalier","019","Cavalier County",2402,2429
"G3800210","2000","North Dakota","38","Dickey","021","Dickey County",2838,2919
"G3800230","2000","North Dakota","38","Divide","023","Divide County",1146,1137
"G3800250","2000","North Dakota","38","Dunn","025","Dunn County",1837,1763
"G3800270","2000","North Dakota","38","Eddy","027","Eddy County",1347,1410
"G3800290","2000","North Dakota","38","Emmons","029","Emmons County",2184,2147
"G3800310","2000","North Dakota","38","Foster","031","Foster County",1868,1891
"G3800330","2000","North Dakota","38","Golden Valley","033","Golden Valley County",925,999
"G3800350","2000","North Dakota","38","Grand Forks","035","Grand Forks County",33655,32454
"G3800370","2000","North Dakota","38","Grant","037","Grant County",1449,1392
"G3800390","2000","North Dakota","38","Griggs","039","Griggs County",1373,1381
"G3800410","2000","North Dakota","38","Hettinger","041","Hettinger County",1359,1356
"G3800430","2000","North Dakota","38","Kidder","043","Kidder County",1398,1355
"G3800450","2000","North Dakota","38","Lamoure","045","LaMoure County",2378,2323
"G3800470","2000","North Dakota","38","Logan","047","Logan County",1144,1164
"G3800490","2000","North Dakota","38","McHenry","049","McHenry County",3051,2936
"G3800510","2000","North Dakota","38","McIntosh","051","McIntosh County",1620,1770
"G3800530","2000","North Dakota","38","McKenzie","053","McKenzie County",2878,2859
"G3800550","2000","North Dakota","38","McLean","055","McLean County",4614,4697
"G3800570","2000","North Dakota","38","Mercer","057","Mercer County",4347,4297
"G3800590","2000","North Dakota","38","Morton","059","Morton County",12606,12697
"G3800610","2000","North Dakota","38","Mountrail","061","Mountrail County",3262,3369
"G3800630","2000","North Dakota","38","Nelson","063","Nelson County",1818,1897
"G3800650","2000","North Dakota","38","Oliver","065","Oliver County",1070,995
"G3800670","2000","North Dakota","38","Pembina","067","Pembina County",4305,4280
"G3800690","2000","North Dakota","38","Pierce","069","Pierce County",2297,2378
"G3800710","2000","North Dakota","38","Ramsey","071","Ramsey County",5954,6112
"G3800730","2000","North Dakota","38","Ransom","073","Ransom County",3034,2856
"G3800750","2000","North Dakota","38","Renville","075","Renville County",1307,1303
"G3800770","2000","North Dakota","38","Richland","077","Richland County",9332,8666
"G3800790","2000","North Dakota","38","Rolette","079","Rolette County",6741,6933
"G3800810","2000","North Dakota","38","Sargent","081","Sargent County",2293,2073
"G3800830","2000","North Dakota","38","Sheridan","083","Sheridan County",879,831
"G3800850","2000","North Dakota","38","Sioux","085","Sioux County",2064,1980
"G3800870","2000","North Dakota","38","Slope","087","Slope County",413,354
"G3800890","2000","North Dakota","38","Stark","089","Stark County",11146,11490
"G3800910","2000","North Dakota","38","Steele","091","Steele County",1168,1090
"G3800930","2000","North Dakota","38","Stutsman","093","Stutsman County",10758,11150
"G3800950","2000","North Dakota","38","Towner","095","Towner County",1416,1460
"G3800970","2000","North Dakota","38","Traill","097","Traill County",4255,4222
"G3800990","2000","North Dakota","38","Walsh","099","Walsh County",6196,6193
"G3801010","2000","North Dakota","38","Ward","101","Ward County",29284,29511
"G3801030","2000","North Dakota","38","Wells","103","Wells County",2507,2595
"G3801050","2000","North Dakota","38","Williams","105","Williams County",9687,10074
"G3900010","2000","Ohio","39","Adams","001","Adams County",13396,13934
"G3900030","2000","Ohio","39","Allen","003","Allen County",54229,54244
"G3900050","2000","Ohio","39","Ashland","005","Ashland County",25802,26721
"G3900070","2000","Ohio","39","Ashtabula","007","Ashtabula County",50068,52660
"G3900090","2000","Ohio","39","Athens","009","Athens County",30405,31818
"G3900110","2000","Ohio","39","Auglaize","011","Auglaize County",22889,23722
"G3900130","2000","Ohio","39","Belmont","013","Belmont County",34474,35752
"G3900150","2000","Ohio","39","Brown","015","Brown County",20796,21489
"G3900170","2000","Ohio","39","Butler","017","Butler County",162370,170437
"G3900190","2000","Ohio","39","Carroll","019","Carroll County",14274,14562
