GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME,A08AA,A08AB
"G2101110","1870","Kentucky","210","Jefferson","1110","Jefferson",58036,60917
"G2101130","1870","Kentucky","210","Jessamine","1130","Jessamine",4396,4242
"G2101150","1870","Kentucky","210","Johnson","1150","Johnson",3778,3716
"G2101155","1870","Kentucky","210","Josh Bell","1155","Josh Bell",1856,1875
"G2101170","1870","Kentucky","210","Kenton","1170","Kenton",17807,18289
"G2101210","1870","Kentucky","210","Knox","1210","Knox",4102,4192
"G2101230","1870","Kentucky","210","Larue","1230","Larue",4121,4114
"G2101250","1870","Kentucky","210","Laurel","1250","Laurel",3036,2980
"G2101270","1870","Kentucky","210","Lawrence","1270","Lawrence",4340,4157
"G2101290","1870","Kentucky","210","Lee","1290","Lee",1560,1495
"G2101330","1870","Kentucky","210","Letcher","1330","Letcher",2301,2307
"G2101350","1870","Kentucky","210","Lewis","1350","Lewis",4634,4481
"G2101370","1870","Kentucky","210","Lincoln","1370","Lincoln",5463,5484
"G2101390","1870","Kentucky","210","Livingston","1390","Livingston",4172,4028
"G2101410","1870","Kentucky","210","Logan","1410","Logan",10120,10309
"G2101430","1870","Kentucky","210","Lyon","1430","Lyon",3249,2984
"G2101450","1870","Kentucky","210","McCracken","1450","Mccracken",6994,6994
"G2101490","1870","Kentucky","210","McLean","1490","Mclean",3894,3720
"G2101510","1870","Kentucky","210","Madison","1510","Madison",9905,9638
"G2101530","1870","Kentucky","210","Magoffin","1530","Magoffin",2319,2365
"G2101550","1870","Kentucky","210","Marion","1550","Marion",6356,6482
"G2101570","1870","Kentucky","210","Marshall","1570","Marshall",4847,4608
"G2101610","1870","Kentucky","210","Mason","1610","Mason",8870,9256
"G2101630","1870","Kentucky","210","Meade","1630","Meade",4844,4641
"G2101650","1870","Kentucky","210","Menifee","1650","Menifee",990,996
"G2101670","1870","Kentucky","210","Mercer","1670","Mercer",6568,6576
"G2101690","1870","Kentucky","210","Metcalfe","1690","Metcalfe",3931,4003
"G2101710","1870","Kentucky","210","Monroe","1710","Monroe",4499,4732
"G2101730","1870","Kentucky","210","Montgomery","1730","Montgomery",3797,3760
"G2101750","1870","Kentucky","210","Morgan","1750","Morgan",2989,2986
"G2101770","1870","Kentucky","210","Muhlenberg","1770","Muhlenberg",6458,6180
"G2101790","1870","Kentucky","210","Nelson","1790","Nelson",7321,7483
"G2101810","1870","Kentucky","210","Nicholas","1810","Nicholas",4755,4374
"G2101830","1870","Kentucky","210","Ohio","1830","Ohio",8083,7478
"G2101850","1870","Kentucky","210","Oldham","1850","Oldham",4681,4346
"G2101870","1870","Kentucky","210","Owen","1870","Owen",7481,6828
"G2101890","1870","Kentucky","210","Owsley","1890","Owsley",1921,1968
"G2101910","1870","Kentucky","210","Pendleton","1910","Pendleton",7183,6847
"G2101930","1870","Kentucky","210","Perry","1930","Perry",2175,2099
"G2101950","1870","Kentucky","210","Pike","1950","Pike",4826,4736
"G2101970","1870","Kentucky","210","Powell","1970","Powell",1322,1277
"G2101990","1870","Kentucky","210","Pulaski","1990","Pulaski",8698,8972
"G2102010","1870","Kentucky","210","Robertson","2010","Robertson",2773,2626
"G2102030","1870","Kentucky","210","Rockcastle","2030","Rockcastle",3620,3525
"G2102050","1870","Kentucky","210","Rowan","2050","Rowan",1513,1478
"G2102070","1870","Kentucky","210","Russell","2070","Russell",2876,2933
"G2102090","1870","Kentucky","210","Scott","2090","Scott",5826,5781
"G2102110","1870","Kentucky","210","Shelby","2110","Shelby",8003,7730
"G2102130","1870","Kentucky","210","Simpson","2130","Simpson",4889,4684
"G2102150","1870","Kentucky","210","Spencer","2150","Spencer",3134,2822
"G2102170","1870","Kentucky","210","Taylor","2170","Taylor",4050,4176
"G2102190","1870","Kentucky","210","Todd","2190","Todd",6261,6351
"G2102210","1870","Kentucky","210","Trigg","2210","Trigg",6991,6695
"G2102230","1870","Kentucky","210","Trimble","2230","Trimble",2832,2745
"G2102250","1870","Kentucky","210","Union","2250","Union",7095,6545
"G2102270","1870","Kentucky","210","Warren","2270","Warren",11061,10681
"G2102290","1870","Kentucky","210","Washington","2290","Washington",6285,6179
"G2102310","1870","Kentucky","210","Wayne","2310","Wayne",5186,5416
"G2102330","1870","Kentucky","210","Webster","2330","Webster",5663,5274
"G2102350","1870","Kentucky","210","Whitley","2350","Whitley",4127,4151
"G2102370","1870","Kentucky","210","Wolfe","2370","Wolfe",1782,1821
"G2102390","1870","Kentucky","210","Woodford","2390","Woodford",4232,4008
"G2200050","1870","Louisiana","220","Ascension","0050","Ascension",5921,5656
"G2200070","1870","Louisiana","220","Assumption","0070","Assumption",6706,6528
"G2200090","1870","Louisiana","220","Avoyelles","0090","Avoyelles",6638,6288
"G2200130","1870","Louisiana","220","Bienville","0130","Bienville",5282,5354
"G2200150","1870","Louisiana","220","Bossier","0150","Bossier",6639,6036
"G2200170","1870","Louisiana","220","Caddo","0170","Caddo",11079,10635
"G2200190","1870","Louisiana","220","Calcasieu","0190","Calcasieu",3528,3205
"G2200210","1870","Louisiana","220","Caldwell","0210","Caldwell",2387,2433
"G2200230","1870","Louisiana","220","Cameron","0230","Cameron",807,784
"G2200235","1870","Louisiana","220","Carroll","0235","Carroll",5152,4958
"G2200250","1870","Louisiana","220","Catahoula","0250","Catahoula",4201,4274
"G2200270","1870","Louisiana","220","Claiborne","0270","Claiborne",10194,10046
"G2200290","1870","Louisiana","220","Concordia","0290","Concordia",4983,4994
"G2200310","1870","Louisiana","220","De Soto","0310","De Soto",7378,7584
"G2200330","1870","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",9013,8803
"G2200370","1870","Louisiana","220","East Feliciana","0370","East Feliciana",6635,6864
"G2200410","1870","Louisiana","220","Franklin","0410","Franklin",2495,2583
"G2200430","1870","Louisiana","220","Grant","0430","Grant",2243,2274
"G2200450","1870","Louisiana","220","Iberia","0450","Iberia",4622,4420
"G2200470","1870","Louisiana","220","Iberville","0470","Iberville",6297,6050
"G2200490","1870","Louisiana","220","Jackson","0490","Jackson",3906,3740
"G2200510","1870","Louisiana","220","Jefferson","0510","Jefferson",9292,8475
"G2200550","1870","Louisiana","220","Lafayette","0550","Lafayette",5222,5166
"G2200570","1870","Louisiana","220","Lafourche","0570","Lafourche",7481,7238
"G2200630","1870","Louisiana","220","Livingston","0630","Livingston",2068,1958
"G2200650","1870","Louisiana","220","Madison","0650","Madison",4318,4282
"G2200670","1870","Louisiana","220","Morehouse","0670","Morehouse",4774,4613
"G2200690","1870","Louisiana","220","Natchitoches","0690","Natchitoches",9211,9054
"G2200710","1870","Louisiana","220","Orleans","0710","Orleans",90279,101139
"G2200730","1870","Louisiana","220","Ouachita","0730","Ouachita",5856,5726
"G2200750","1870","Louisiana","220","Plaquemines","0750","Plaquemines",5845,4707
"G2200770","1870","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",6642,6339
"G2200790","1870","Louisiana","220","Rapides","0790","Rapides",9035,8980
"G2200830","1870","Louisiana","220","Richland","0830","Richland",2635,2475
"G2200850","1870","Louisiana","220","Sabine","0850","Sabine",3205,3251
"G2200870","1870","Louisiana","220","St Bernard","0870","St Bernard",1922,1631
"G2200890","1870","Louisiana","220","St Charles","0890","St Charles",2527,2340
"G2200910","1870","Louisiana","220","St Helena","0910","St Helena",2644,2779
"G2200930","1870","Louisiana","220","St James","0930","St James",5226,4926
"G2200950","1870","Louisiana","220","St John The Baptist","0950","St John The Baptist",3485,3277
"G2200970","1870","Louisiana","220","St Landry","0970","St Landry",12866,12687
"G2200990","1870","Louisiana","220","St Martin","0990","St Martin",4802,4568
"G2201010","1870","Louisiana","220","St Mary","1010","St Mary",7312,6548
"G2201030","1870","Louisiana","220","St Tammany","1030","St Tammany",2848,2738
"G2201050","1870","Louisiana","220","Tangipahoa","1050","Tangipahoa",4021,3907
"G2201070","1870","Louisiana","220","Tensas","1070","Tensas",6293,6126
"G2201090","1870","Louisiana","220","Terrebonne","1090","Terrebonne",6406,6045
"G2201110","1870","Louisiana","220","Union","1110","Union",5770,5915
"G2201130","1870","Louisiana","220","Vermillion","1130","Vermillion",2279,2249
"G2201170","1870","Louisiana","220","Washington","1170","Washington",1657,1673
"G2201210","1870","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",2526,2588
"G2201250","1870","Louisiana","220","West Feliciana","1250","West Feliciana",5135,5364
"G2201270","1870","Louisiana","220","Winn","1270","Winn",2477,2477
"G2300010","1870","Maine","230","Androscoggin","0010","Androscoggin",16847,19019
"G2300030","1870","Maine","230","Aroostook","0030","Aroostook",15540,14069
"G2300050","1870","Maine","230","Cumberland","0050","Cumberland",40009,42012
"G2300070","1870","Maine","230","Franklin","0070","Franklin",9434,9373
"G2300090","1870","Maine","230","Hancock","0090","Hancock",18653,17842
"G2300110","1870","Maine","230","Kennebec","0110","Kennebec",26399,26804
"G2300130","1870","Maine","230","Knox","0130","Knox",15584,15239
"G2300150","1870","Maine","230","Lincoln","0150","Lincoln",12851,12746
"G2300170","1870","Maine","230","Oxford","0170","Oxford",16845,16643
"G2300190","1870","Maine","230","Penobscot","0190","Penobscot",38527,36623
"G2300210","1870","Maine","230","Piscataquis","0210","Piscataquis",7394,7009
"G2300230","1870","Maine","230","Sagadahoc","0230","Sagadahoc",9176,9627
"G2300250","1870","Maine","230","Somerset","0250","Somerset",17597,17014
"G2300270","1870","Maine","230","Waldo","0270","Waldo",17417,17105
"G2300290","1870","Maine","230","Washington","0290","Washington",21917,21426
"G2300310","1870","Maine","230","York","0310","York",28913,31261
"G2400010","1870","Maryland","240","Allegany","0010","Allegany",19889,18647
"G2400030","1870","Maryland","240","Anne Arundel","0030","Anne Arundel",12794,11663
"G2400050","1870","Maryland","240","Baltimore","0050","Baltimore",31981,31406
"G2400090","1870","Maryland","240","Calvert","0090","Calvert",4909,4956
"G2400110","1870","Maryland","240","Caroline","0110","Caroline",6043,6058
"G2400130","1870","Maryland","240","Carroll","0130","Carroll",14341,14278
"G2400150","1870","Maryland","240","Cecil","0150","Cecil",13169,12705
"G2400170","1870","Maryland","240","Charles","0170","Charles",7886,7852
"G2400190","1870","Maryland","240","Dorchester","0190","Dorchester",9707,9751
"G2400210","1870","Maryland","240","Frederick","0210","Frederick",23265,24307
"G2400250","1870","Maryland","240","Harford","0250","Harford",11212,11393
"G2400270","1870","Maryland","240","Howard","0270","Howard",7234,6916
"G2400290","1870","Maryland","240","Kent","0290","Kent",8878,8224
"G2400310","1870","Maryland","240","Montgomery","0310","Montgomery",10598,9965
"G2400330","1870","Maryland","240","Prince Georges","0330","Prince Georges",10852,10286
"G2400350","1870","Maryland","240","Queen Anne's","0350","Queen Anne's",8265,7906
"G2400370","1870","Maryland","240","St Mary's","0370","St Mary's",7446,7498
"G2400390","1870","Maryland","240","Somerset","0390","Somerset",9271,8919
"G2400410","1870","Maryland","240","Talbot","0410","Talbot",8136,8001
"G2400430","1870","Maryland","240","Washington","0430","Washington",17150,17562
"G2400450","1870","Maryland","240","Wicomico","0450","Wicomico",7922,7880
"G2400470","1870","Maryland","240","Worcester","0470","Worcester",8187,8232
"G2405100","1870","Maryland","240","Baltimore City","5100","Baltimore City",125849,141505
"G2500010","1870","Massachusetts","250","Barnstable","0010","Barnstable",16035,16739
"G2500030","1870","Massachusetts","250","Berkshire","0030","Berkshire",32294,32533
"G2500050","1870","Massachusetts","250","Bristol","0050","Bristol",49419,53467
"G2500070","1870","Massachusetts","250","Dukes","0070","Dukes",1819,1968
"G2500090","1870","Massachusetts","250","Essex","0090","Essex",95498,105345
"G2500110","1870","Massachusetts","250","Franklin","0110","Franklin",16362,16273
"G2500130","1870","Massachusetts","250","Hampden","0130","Hampden",37382,41027
"G2500150","1870","Massachusetts","250","Hampshire","0150","Hampshire",21443,22945
"G2500170","1870","Massachusetts","250","Middlesex","0170","Middlesex",131959,142394
"G2500190","1870","Massachusetts","250","Nantucket","0190","Nantucket",1825,2298
"G2500210","1870","Massachusetts","250","Norfolk","0210","Norfolk",42944,46499
"G2500230","1870","Massachusetts","250","Plymouth","0230","Plymouth",32116,33249
"G2500250","1870","Massachusetts","250","Suffolk","0250","Suffolk",129482,141320
"G2500270","1870","Massachusetts","250","Worcester","0270","Worcester",95201,97515
"G2600010","1870","Michigan","260","Alcona","0010","Alcona",395,301
"G2600050","1870","Michigan","260","Allegan","0050","Allegan",17007,15098
"G2600070","1870","Michigan","260","Alpena","0070","Alpena",1715,1041
"G2600090","1870","Michigan","260","Antrim","0090","Antrim",1116,869
"G2600150","1870","Michigan","260","Barry","0150","Barry",11637,10562
"G2600170","1870","Michigan","260","Bay","0170","Bay",8895,7005
"G2600190","1870","Michigan","260","Benzie","0190","Benzie",1164,1020
"G2600210","1870","Michigan","260","Berrien","0210","Berrien",17918,17186
"G2600230","1870","Michigan","260","Branch","0230","Branch",13243,12983
"G2600250","1870","Michigan","260","Calhoun","0250","Calhoun",18551,18018
"G2600270","1870","Michigan","260","Cass","0270","Cass",10957,10137
"G2600290","1870","Michigan","260","Charlevoix","0290","Charlevoix",942,782
"G2600310","1870","Michigan","260","Cheboygan","0310","Cheboygan",1237,959
"G2600330","1870","Michigan","260","Chippewa","0330","Chippewa",932,757
"G2600350","1870","Michigan","260","Clare","0350","Clare",286,80
"G2600370","1870","Michigan","260","Clinton","0370","Clinton",11815,11030
"G2600410","1870","Michigan","260","Delta","0410","Delta",1556,986
"G2600450","1870","Michigan","260","Eaton","0450","Eaton",12915,12256
"G2600470","1870","Michigan","260","Emmet","0470","Emmet",637,574
"G2600490","1870","Michigan","260","Genesee","0490","Genesee",17430,16470
"G2600510","1870","Michigan","260","Gladwin","0510","Gladwin",,
"G2600550","1870","Michigan","260","Grand Traverse","0550","Grand Traverse",2367,2076
"G2600570","1870","Michigan","260","Gratiot","0570","Gratiot",6180,5630
"G2600590","1870","Michigan","260","Hillsdale","0590","Hillsdale",16063,15621
"G2600610","1870","Michigan","260","Houghton","0610","Houghton",7735,6144
"G2600630","1870","Michigan","260","Huron","0630","Huron",5024,4025
"G2600650","1870","Michigan","260","Ingham","0650","Ingham",13081,12187
"G2600670","1870","Michigan","260","Ionia","0670","Ionia",14421,13260
"G2600690","1870","Michigan","260","Iosco","0690","Iosco",1894,1269
"G2600730","1870","Michigan","260","Isabella","0730","Isabella",2214,1899
"G2600750","1870","Michigan","260","Jackson","0750","Jackson",19053,16994
"G2600770","1870","Michigan","260","Kalamazoo","0770","Kalamazoo",16519,15535
"G2600790","1870","Michigan","260","Kalkaska","0790","Kalkaska",241,183
"G2600810","1870","Michigan","260","Kent","0810","Kent",26186,24217
"G2600830","1870","Michigan","260","Keweenaw","0830","Keweenaw",2333,1872
"G2600850","1870","Michigan","260","Lake","0850","Lake",309,239
"G2600870","1870","Michigan","260","Lapeer","0870","Lapeer",11077,10268
"G2600890","1870","Michigan","260","Leelanau","0890","Leelanau",2407,2169
"G2600910","1870","Michigan","260","Lenawee","0910","Lenawee",22911,22684
"G2600930","1870","Michigan","260","Livingston","0930","Livingston",10053,9283
"G2600970","1870","Michigan","260","Mackinac","0970","Mackinac",911,805
"G2600990","1870","Michigan","260","Macomb","0990","Macomb",14073,13543
"G2601010","1870","Michigan","260","Manistee","1010","Manistee",3461,2613
"G2601015","1870","Michigan","260","Manitou","1015","Manitou",489,402
"G2601030","1870","Michigan","260","Marquette","1030","Marquette",8959,6074
"G2601050","1870","Michigan","260","Mason","1050","Mason",1811,1452
"G2601070","1870","Michigan","260","Mecosta","1070","Mecosta",3070,2572
"G2601090","1870","Michigan","260","Menominee","1090","Menominee",1216,575
"G2601110","1870","Michigan","260","Midland","1110","Midland",1812,1473
"G2601130","1870","Michigan","260","Missaukee","1130","Missaukee",76,54
"G2601150","1870","Michigan","260","Monroe","1150","Monroe",13954,13529
"G2601170","1870","Michigan","260","Montcalm","1170","Montcalm",7269,6360
"G2601190","1870","Michigan","260","Montmorency","1190","Montmorency",,
"G2601210","1870","Michigan","260","Muskegon","1210","Muskegon",8402,6492
"G2601230","1870","Michigan","260","Newaygo","1230","Newaygo",3923,3371
"G2601250","1870","Michigan","260","Oakland","1250","Oakland",21117,19750
"G2601270","1870","Michigan","260","Oceana","1270","Oceana",3939,3283
"G2601290","1870","Michigan","260","Ogemaw","1290","Ogemaw",9,3
"G2601310","1870","Michigan","260","Ontonagon","1310","Ontonagon",1438,1407
"G2601330","1870","Michigan","260","Osceola","1330","Osceola",1161,932
"G2601350","1870","Michigan","260","Oscoda","1350","Oscoda",49,21
"G2601370","1870","Michigan","260","Otsego","1370","Otsego",,
"G2601390","1870","Michigan","260","Ottawa","1390","Ottawa",14104,12547
"G2601410","1870","Michigan","260","Presque Isle","1410","Presque Isle",228,127
"G2601430","1870","Michigan","260","Roscommon","1430","Roscommon",,
"G2601450","1870","Michigan","260","Saginaw","1450","Saginaw",21003,18094
"G2601470","1870","Michigan","260","St Clair","1470","St Clair",18964,17697
"G2601490","1870","Michigan","260","St Joseph","1490","St Joseph",13483,12792
"G2601510","1870","Michigan","260","Sanilac","1510","Sanilac",7691,6871
"G2601530","1870","Michigan","260","Schoolcraft","1530","Schoolcraft",,
"G2601550","1870","Michigan","260","Shiawassee","1550","Shiawassee",10830,10028
"G2601570","1870","Michigan","260","Tuscola","1570","Tuscola",7257,6457
"G2601590","1870","Michigan","260","Van Buren","1590","Van Buren",14865,13964
"G2601610","1870","Michigan","260","Washtenaw","1610","Washtenaw",21506,19928
"G2601630","1870","Michigan","260","Wayne","1630","Wayne",59916,59122
"G2601650","1870","Michigan","260","Wexford","1650","Wexford",343,307
"G2700010","1870","Minnesota","270","Aitkin","0010","Aitkin",94,84
"G2700030","1870","Minnesota","270","Anoka","0030","Anoka",2091,1849
"G2700050","1870","Minnesota","270","Becker","0050","Becker",173,135
"G2700070","1870","Minnesota","270","Beltrami","0070","Beltrami",40,40
"G2700090","1870","Minnesota","270","Benton","0090","Benton",864,694
"G2700110","1870","Minnesota","270","Big Stone","0110","Big Stone",15,9
"G2700130","1870","Minnesota","270","Blue Earth","0130","Blue Earth",9351,7951
"G2700150","1870","Minnesota","270","Brown","0150","Brown",3395,3001
"G2700170","1870","Minnesota","270","Carlton","0170","Carlton",212,74
"G2700190","1870","Minnesota","270","Carver","0190","Carver",6101,5485
"G2700210","1870","Minnesota","270","Cass","0210","Cass",211,169
"G2700230","1870","Minnesota","270","Chippewa","0230","Chippewa",833,634
"G2700250","1870","Minnesota","270","Chisago","0250","Chisago",2331,2027
"G2700270","1870","Minnesota","270","Clay","0270","Clay",60,32
"G2700330","1870","Minnesota","270","Cottonwood","0330","Cottonwood",336,198
"G2700350","1870","Minnesota","270","Crow Wing","0350","Crow Wing",122,78
"G2700370","1870","Minnesota","270","Dakota","0370","Dakota",8741,7571
"G2700390","1870","Minnesota","270","Dodge","0390","Dodge",4526,4072
"G2700410","1870","Minnesota","270","Douglas","0410","Douglas",2278,1961
"G2700430","1870","Minnesota","270","Faribault","0430","Faribault",5244,4696
"G2700450","1870","Minnesota","270","Fillmore","0450","Fillmore",13221,11666
"G2700470","1870","Minnesota","270","Freeborn","0470","Freeborn",5590,4988
"G2700490","1870","Minnesota","270","Goodhue","0490","Goodhue",12012,10606
"G2700510","1870","Minnesota","270","Grant","0510","Grant",202,138
"G2700530","1870","Minnesota","270","Hennepin","0530","Hennepin",16827,14739
"G2700550","1870","Minnesota","270","Houston","0550","Houston",7828,7108
"G2700590","1870","Minnesota","270","Isanti","0590","Isanti",1075,960
"G2700610","1870","Minnesota","270","Itasca","0610","Itasca",58,38
"G2700630","1870","Minnesota","270","Jackson","0630","Jackson",1008,817
"G2700650","1870","Minnesota","270","Kanabec","0650","Kanabec",53,40
"G2700670","1870","Minnesota","270","Kandiyohi","0670","Kandiyohi",948,812
"G2700735","1870","Minnesota","270","Lac Qui Parle (old)","0735","Lac Qui Parle (Old)",83,62
"G2700750","1870","Minnesota","270","Lake","0750","Lake",78,57
"G2700790","1870","Minnesota","270","Le Sueur","0790","Le Sueur",5999,5608
"G2700810","1870","Minnesota","270","Lincoln","0810","Lincoln",,
"G2700850","1870","Minnesota","270","McLeod","0850","Mcleod",2975,2668
"G2700910","1870","Minnesota","270","Martin","0910","Martin",2094,1773
"G2700930","1870","Minnesota","270","Meeker","0930","Meeker",3220,2870
"G2700950","1870","Minnesota","270","Mille Lacs","0950","Mille Lacs",598,511
"G2700955","1870","Minnesota","270","Monongalia","0955","Monongalia",1744,1417
"G2700970","1870","Minnesota","270","Morrison","0970","Morrison",956,725
"G2700990","1870","Minnesota","270","Mower","0990","Mower",5802,4645
"G2701010","1870","Minnesota","270","Murray","1010","Murray",117,92
"G2701030","1870","Minnesota","270","Nicollet","1030","Nicollet",4434,3928
"G2701050","1870","Minnesota","270","Nobles","1050","Nobles",63,54
"G2701090","1870","Minnesota","270","Olmsted","1090","Olmsted",10435,9358
"G2701110","1870","Minnesota","270","Otter Tail","1110","Otter Tail",1084,884
"G2701115","1870","Minnesota","270","Pembina","1115","Pembina",31,33
"G2701150","1870","Minnesota","270","Pine","1150","Pine",475,173
"G2701190","1870","Minnesota","270","Polk","1190","Polk",0,0
"G2701210","1870","Minnesota","270","Pope","1210","Pope",1430,1261
"G2701230","1870","Minnesota","270","Ramsey","1230","Ramsey",12021,11064
"G2701270","1870","Minnesota","270","Redwood","1270","Redwood",1037,792
"G2701290","1870","Minnesota","270","Renville","1290","Renville",1757,1462
"G2701310","1870","Minnesota","270","Rice","1310","Rice",8399,7684
"G2701330","1870","Minnesota","270","Rock","1330","Rock",78,60
"G2701370","1870","Minnesota","270","St Louis","1370","St Louis",3525,1036
"G2701390","1870","Minnesota","270","Scott","1390","Scott",5826,5216
"G2701410","1870","Minnesota","270","Sherburne","1410","Sherburne",1150,900
"G2701430","1870","Minnesota","270","Sibley","1430","Sibley",3549,3176
"G2701450","1870","Minnesota","270","Stearns","1450","Stearns",7585,6621
"G2701470","1870","Minnesota","270","Steele","1470","Steele",4377,3894
"G2701490","1870","Minnesota","270","Stevens","1490","Stevens",102,72
"G2701530","1870","Minnesota","270","Todd","1530","Todd",1108,928
"G2701550","1870","Minnesota","270","Traverse","1550","Traverse",7,6
"G2701570","1870","Minnesota","270","Wabasha","1570","Wabasha",8417,7442
"G2701590","1870","Minnesota","270","Wadena","1590","Wadena",5,1
"G2701610","1870","Minnesota","270","Waseca","1610","Waseca",4154,3700
"G2701630","1870","Minnesota","270","Washington","1630","Washington",6733,5076
"G2701650","1870","Minnesota","270","Watonwan","1650","Watonwan",1343,1083
"G2701670","1870","Minnesota","270","Wilkin","1670","Wilkin",180,115
"G2701690","1870","Minnesota","270","Winona","1690","Winona",11530,10789
"G2701710","1870","Minnesota","270","Wright","1710","Wright",4958,4499
"G2800010","1870","Mississippi","280","Adams","0010","Adams",9275,9809
"G2800030","1870","Mississippi","280","Alcorn","0030","Alcorn",5290,5141
"G2800050","1870","Mississippi","280","Amite","0050","Amite",5423,5550
"G2800070","1870","Mississippi","280","Attala","0070","Attala",7281,7495
"G2800110","1870","Mississippi","280","Bolivar","0110","Bolivar",5135,4597
"G2800130","1870","Mississippi","280","Calhoun","0130","Calhoun",5297,5264
"G2800150","1870","Mississippi","280","Carroll","0150","Carroll",10430,10617
"G2800170","1870","Mississippi","280","Chickasaw","0170","Chickasaw",9899,10000
"G2800190","1870","Mississippi","280","Choctaw","0190","Choctaw",8376,8612
"G2800210","1870","Mississippi","280","Claiborne","0210","Claiborne",6626,6760
"G2800230","1870","Mississippi","280","Clarke","0230","Clarke",3638,3867
"G2800270","1870","Mississippi","280","Coahoma","0270","Coahoma",3887,3257
"G2800290","1870","Mississippi","280","Copiah","0290","Copiah",10229,10379
"G2800310","1870","Mississippi","280","Covington","0310","Covington",2316,2437
"G2800330","1870","Mississippi","280","De Soto","0330","De Soto",16320,15701
"G2800370","1870","Mississippi","280","Franklin","0370","Franklin",3654,3844
"G2800410","1870","Mississippi","280","Greene","0410","Greene",1004,1034
"G2800430","1870","Mississippi","280","Grenada","0430","Grenada",5345,5226
"G2800450","1870","Mississippi","280","Hancock","0450","Hancock",2218,2021
"G2800470","1870","Mississippi","280","Harrison","0470","Harrison",2943,2852
"G2800490","1870","Mississippi","280","Hinds","0490","Hinds",15393,15095
"G2800510","1870","Mississippi","280","Holmes","0510","Holmes",9626,9744
"G2800550","1870","Mississippi","280","Issaquena","0550","Issaquena",3524,3363
"G2800570","1870","Mississippi","280","Itawamba","0570","Itawamba",3848,3964
"G2800590","1870","Mississippi","280","Jackson","0590","Jackson",2287,2075
"G2800610","1870","Mississippi","280","Jasper","0610","Jasper",5317,5567
"G2800630","1870","Mississippi","280","Jefferson","0630","Jefferson",6690,7158
"G2800670","1870","Mississippi","280","Jones","0670","Jones",1619,1694
"G2800690","1870","Mississippi","280","Kemper","0690","Kemper",6445,6475
"G2800710","1870","Mississippi","280","Lafayette","0710","Lafayette",9636,9166
"G2800750","1870","Mississippi","280","Lauderdale","0750","Lauderdale",6720,6742
"G2800770","1870","Mississippi","280","Lawrence","0770","Lawrence",3366,3354
"G2800790","1870","Mississippi","280","Leake","0790","Leake",4304,4192
"G2800810","1870","Mississippi","280","Lee","0810","Lee",8028,7927
"G2800850","1870","Mississippi","280","Lincoln","0850","Lincoln",5006,5178
"G2800870","1870","Mississippi","280","Lowndes","0870","Lowndes",15120,15382
"G2800890","1870","Mississippi","280","Madison","0890","Madison",10351,10597
"G2800910","1870","Mississippi","280","Marion","0910","Marion",2119,2092
"G2800930","1870","Mississippi","280","Marshall","0930","Marshall",14653,14763
"G2800950","1870","Mississippi","280","Monroe","0950","Monroe",11106,11525
"G2800990","1870","Mississippi","280","Neshoba","0990","Neshoba",3572,3867
"G2801010","1870","Mississippi","280","Newton","1010","Newton",4928,5139
"G2801030","1870","Mississippi","280","Noxubee","1030","Noxubee",10394,10511
"G2801050","1870","Mississippi","280","Oktibbeha","1050","Oktibbeha",7348,7543
"G2801070","1870","Mississippi","280","Panola","1070","Panola",10550,10204
"G2801110","1870","Mississippi","280","Perry","1110","Perry",1292,1402
"G2801130","1870","Mississippi","280","Pike","1130","Pike",5733,5570
"G2801150","1870","Mississippi","280","Pontotoc","1150","Pontotoc",6095,6430
"G2801170","1870","Mississippi","280","Prentiss","1170","Prentiss",4641,4707
"G2801210","1870","Mississippi","280","Rankin","1210","Rankin",6408,6569
"G2801230","1870","Mississippi","280","Scott","1230","Scott",3870,3977
"G2801270","1870","Mississippi","280","Simpson","1270","Simpson",2937,2781
"G2801290","1870","Mississippi","280","Smith","1290","Smith",3481,3645
"G2801330","1870","Mississippi","280","Sunflower","1330","Sunflower",2662,2353
"G2801350","1870","Mississippi","280","Tallahatchie","1350","Tallahatchie",3990,3862
"G2801390","1870","Mississippi","280","Tippah","1390","Tippah",10125,10602
"G2801410","1870","Mississippi","280","Tishomingo","1410","Tishomingo",3715,3635
"G2801430","1870","Mississippi","280","Tunica","1430","Tunica",2918,2440
"G2801490","1870","Mississippi","280","Warren","1490","Warren",13284,13485
"G2801510","1870","Mississippi","280","Washington","1510","Washington",7698,6871
"G2801530","1870","Mississippi","280","Wayne","1530","Wayne",2075,2131
"G2801570","1870","Mississippi","280","Wilkinson","1570","Wilkinson",6134,6571
"G2801590","1870","Mississippi","280","Winston","1590","Winston",4334,4650
"G2801610","1870","Mississippi","280","Yalobusha","1610","Yalobusha",6794,6460
"G2801630","1870","Mississippi","280","Yazoo","1630","Yazoo",8699,8580
"G2900010","1870","Missouri","290","Adair","0010","Adair",5892,5556
"G2900030","1870","Missouri","290","Andrew","0030","Andrew",8014,7123
"G2900050","1870","Missouri","290","Atchison","0050","Atchison",4489,3951
"G2900070","1870","Missouri","290","Audrain","0070","Audrain",6417,5890
"G2900090","1870","Missouri","290","Barry","0090","Barry",5224,5149
